basin,site,ID,sample_id,country,river,basin_name,basin_id,latitude,longitude,year,month,abundance,taxon_richness,biological_richness,ecological_richness,taxonomic_hill1,biological_hill1,ecological_hill1,eqr_site
SP03,103000522,103000522_2011,103000522_22.09.2011,spain,Ega,Ebro,179,42.6943557,-2.398154,2011,9,1.947618037,17,0.559861573,0.572957972,0.122087076,0.035361587,0.052958321,0.629032258
SP03,103000522,103000522_2007,103000522_24.09.2007,spain,Ega,Ebro,179,42.6943557,-2.398154,2007,9,2.557789268,18,0.547339018,0.640956222,0.196737105,0.052780252,0.074024022,0.392473118
SP03,103000522,103000522_2019,103000522_24.09.2019,spain,Ega,Ebro,179,42.6943557,-2.398154,2019,9,2.517040819,19,0.549194885,0.592596014,0.190190507,0.052615717,0.069542133,0.489247312
SP03,103000522,103000522_2012,103000522_25.09.2012,spain,Ega,Ebro,179,42.6943557,-2.398154,2012,9,2.410258089,20,0.537253838,0.591967539,0.188205466,0.061970684,0.086783391,0.505376344
SP03,103000522,103000522_2010,103000522_30.09.2010,spain,Ega,Ebro,179,42.6943557,-2.398154,2010,9,3.029940326,24,0.657726042,0.645092706,0.271676549,0.092192355,0.125194981,0.392473118
SP03,103000522,103000522_2015,103000522_30.09.2015,spain,Ega,Ebro,179,42.6943557,-2.398154,2015,9,1.951907634,15,0.587418713,0.434940553,0.106716523,0.028334255,0.035127796,0.553763441
SP04,103000523,103000523_2011,103000523_05.09.2011,spain,Altube,Nervion-ibaizabal,450,43.1402113,-2.9392667,2011,9,2.814935659,20,0.712451875,0.771992976,0.230846976,0.05040365,0.067115845,0.360824742
SP04,103000523,103000523_2017,103000523_07.09.2017,spain,Altube,Nervion-ibaizabal,450,43.1402113,-2.9392667,2017,9,3.258758805,19,0.614178878,0.757406981,0.267962399,0.061810013,0.083112919,0.319587629
SP04,103000523,103000523_2014,103000523_08.09.2014,spain,Altube,Nervion-ibaizabal,450,43.1402113,-2.9392667,2014,9,3.257401554,18,0.608629965,0.652107774,0.271800293,0.07128836,0.092840342,0.505154639
SP04,103000523,103000523_2007,103000523_11.09.2007,spain,Altube,Nervion-ibaizabal,450,43.1402113,-2.9392667,2007,9,3.04681838,15,0.612665786,0.642760274,0.22457122,0.038089696,0.05366688,0.335051546
SP04,103000523,103000523_2012,103000523_12.09.2012,spain,Altube,Nervion-ibaizabal,450,43.1402113,-2.9392667,2012,9,2.970220873,19,0.773767138,0.772556924,0.241637209,0.066786907,0.08912599,0.474226804
SP04,103000523,103000523_2013,103000523_12.09.2013,spain,Altube,Nervion-ibaizabal,450,43.1402113,-2.9392667,2013,9,3.302392979,29,0.703370014,0.908649448,0.338033721,0.14500642,0.176252759,0.520618557
SP04,103000523,103000523_2019,103000523_12.09.2019,spain,Altube,Nervion-ibaizabal,450,43.1402113,-2.9392667,2019,9,2.450746951,13,0.589779327,0.642760274,0.141789606,0.020916459,0.028749503,0.716494845
SP04,103000523,103000523_2010,103000523_13.09.2010,spain,Altube,Nervion-ibaizabal,450,43.1402113,-2.9392667,2010,9,2.569013726,13,0.51920996,0.520045281,0.164050768,0.032194909,0.044793592,0.458762887
SP04,103000523,103000523_2008,103000523_13.10.2008,spain,Altube,Nervion-ibaizabal,450,43.1402113,-2.9392667,2008,10,2.764373858,16,0.565837255,0.556637668,0.20198722,0.046565829,0.058059804,0.448453608
SP04,103000523,103000523_2015,103000523_14.09.2015,spain,Altube,Nervion-ibaizabal,450,43.1402113,-2.9392667,2015,9,2.799596197,18,0.693483481,0.745138681,0.220892934,0.044910985,0.060937599,0.469072165
SP04,103000523,103000523_2016,103000523_15.09.2016,spain,Altube,Nervion-ibaizabal,450,43.1402113,-2.9392667,2016,9,2.819746595,17,0.704688909,0.7723702,0.215652875,0.049927642,0.05612201,0.479381443
SP04,103000523,103000523_2009,103000523_17.09.2009,spain,Altube,Nervion-ibaizabal,450,43.1402113,-2.9392667,2009,9,3.072761399,20,0.772695387,0.824636418,0.256357888,0.067937352,0.085732952,0.474226804
SP04,103000523,103000523_2018,103000523_20.09.2018,spain,Altube,Nervion-ibaizabal,450,43.1402113,-2.9392667,2018,9,2.999960114,19,0.588016177,0.799099353,0.228211904,0.049883508,0.065611851,0.324742268
SP03,103000525,103000525_2007,103000525_01.10.2007,spain,Zadorra,Ebro,179,42.6769964,-2.8965875,2007,10,2.303915211,11,0.246639808,0.652599564,0.122502209,0.014535132,0.022420698,0.244186047
SP03,103000525,103000525_2014,103000525_01.10.2014,spain,Zadorra,Ebro,179,42.6769964,-2.8965875,2014,10,2.492432538,13,0.34306599,0.623531612,0.160704787,0.028774696,0.040647656,0.348837209
SP03,103000525,103000525_2018,103000525_04.09.2018,spain,Zadorra,Ebro,179,42.6769964,-2.8965875,2018,9,2.78514951,14,0.602142231,0.567080335,0.182746116,0.032146233,0.046045052,0.313953488
SP03,103000525,103000525_2010,103000525_04.10.2010,spain,Zadorra,Ebro,179,42.6769964,-2.8965875,2010,10,2.51894404,16,0.504928734,0.611869167,0.17573313,0.038016193,0.055765437,0.343023256
SP03,103000525,103000525_2015,103000525_05.10.2015,spain,Zadorra,Ebro,179,42.6769964,-2.8965875,2015,10,2.381022491,16,0.575613249,0.623709067,0.162885128,0.034272449,0.048385409,0.302325581
SP03,103000525,103000525_2008,103000525_06.10.2008,spain,Zadorra,Ebro,179,42.6769964,-2.8965875,2008,10,2.529905585,15,0.471516772,0.623709067,0.177786109,0.038713136,0.054541733,0.273255814
SP03,103000525,103000525_2013,103000525_09.10.2013,spain,Zadorra,Ebro,179,42.6769964,-2.8965875,2013,10,2.630182389,15,0.519391827,0.582637387,0.180859315,0.037676114,0.048573632,0.354651163
SP03,103000525,103000525_2017,103000525_12.09.2017,spain,Zadorra,Ebro,179,42.6769964,-2.8965875,2017,9,2.36253175,13,0.352170264,0.554530265,0.130860445,0.019138452,0.028172417,0.36627907
SP03,103000525,103000525_2019,103000525_12.09.2019,spain,Zadorra,Ebro,179,42.6769964,-2.8965875,2019,9,2.885453037,19,0.664527314,0.651841866,0.232523922,0.054392716,0.079539153,0.38372093
SP03,103000525,103000525_2016,103000525_20.09.2016,spain,Zadorra,Ebro,179,42.6769964,-2.8965875,2016,9,2.991495711,23,0.623637727,0.759607081,0.263470187,0.069377087,0.097297778,0.610465116
SP03,103000525,103000525_2009,103000525_23.09.2009,spain,Zadorra,Ebro,179,42.6769964,-2.8965875,2009,9,2.490278042,14,0.408434,0.562371392,0.159259312,0.027713002,0.038453868,0.302325581
SP03,103000525,103000525_2011,103000525_26.09.2011,spain,Zadorra,Ebro,179,42.6769964,-2.8965875,2011,9,2.466954009,13,0.475056725,0.383342834,0.150665734,0.029373221,0.036385166,0.331395349
SP03,103000525,103000525_2012,103000525_28.09.2012,spain,Zadorra,Ebro,179,42.6769964,-2.8965875,2012,9,2.751130072,14,0.458831967,0.563750743,0.17323335,0.03028631,0.045746014,0.412790698
SP02,103000527,103000527_2007,103000527_02.10.2007,spain,Antzuola,Deva,160,43.1015275,-2.3915388,2007,10,2.281234749,20,0.670598114,0.411010397,0.190965249,0.054826959,0.060156551,0.435643564
SP02,103000527,103000527_2018,103000527_12.09.2018,spain,Antzuola,Deva,160,43.1015275,-2.3915388,2018,9,2.900672426,18,0.680365099,0.344264331,0.239612122,0.069474901,0.08242086,0.485148515
SP02,103000527,103000527_2011,103000527_13.09.2011,spain,Antzuola,Deva,160,43.1015275,-2.3915388,2011,9,1.804350021,9,0.305870089,0.264345931,0.068362678,0.009128433,0.015213454,0.5
SP02,103000527,103000527_2012,103000527_13.09.2012,spain,Antzuola,Deva,160,43.1015275,-2.3915388,2012,9,2.951047629,17,0.672437342,0.391450121,0.224444906,0.054680529,0.059531775,0.52970297
SP02,103000527,103000527_2015,103000527_15.09.2015,spain,Antzuola,Deva,160,43.1015275,-2.3915388,2015,9,3.001081661,18,0.642767904,0.319655796,0.235880899,0.06485102,0.072457736,0.153465347
SP02,103000527,103000527_2009,103000527_15.10.2009,spain,Antzuola,Deva,160,43.1015275,-2.3915388,2009,10,2.363753206,21,0.689250662,0.513537635,0.18882795,0.051226282,0.04920175,0.326732673
SP02,103000527,103000527_2017,103000527_18.09.2017,spain,Antzuola,Deva,160,43.1015275,-2.3915388,2017,9,2.688397812,19,0.673973366,0.354091523,0.208647505,0.050140255,0.059692021,0.361386139
SP02,103000527,103000527_2013,103000527_19.09.2013,spain,Antzuola,Deva,160,43.1015275,-2.3915388,2013,9,2.878067576,19,0.688523421,0.337539789,0.224105013,0.056795985,0.062091001,0.301980198
SP02,103000527,103000527_2019,103000527_19.09.2019,spain,Antzuola,Deva,160,43.1015275,-2.3915388,2019,9,3.239003683,21,0.672437342,0.414946321,0.27900399,0.089421951,0.104975206,0.415841584
SP02,103000527,103000527_2010,103000527_20.09.2010,spain,Antzuola,Deva,160,43.1015275,-2.3915388,2010,9,2.768020486,24,0.691731938,0.434206209,0.276504829,0.09049767,0.098764648,0.574257426
SP02,103000527,103000527_2014,103000527_22.09.2014,spain,Antzuola,Deva,160,43.1015275,-2.3915388,2014,9,2.232670459,15,0.661122277,0.32813797,0.155517622,0.039765536,0.04789679,0.46039604
SP02,103000527,103000527_2008,103000527_23.09.2008,spain,Antzuola,Deva,160,43.1015275,-2.3915388,2008,9,2.149850853,23,0.773466267,0.5348703,0.182127992,0.070052379,0.07613122,0.420792079
SP02,103000527,103000527_2016,103000527_29.09.2016,spain,Antzuola,Deva,160,43.1015275,-2.3915388,2016,9,3.412662471,26,0.732306405,0.489101955,0.341085505,0.130712774,0.159734713,0.52970297
SP05,103000531,103000531_2016,103000531_05.10.2016,spain,Agauntza,Oria,473,43.0163278,-2.1777212,2016,10,3.179267118,18,0.50753427,0.592500093,0.272934341,0.066262373,0.082807086,0.391752577
SP05,103000531,103000531_2007,103000531_09.10.2007,spain,Agauntza,Oria,473,43.0163278,-2.1777212,2007,10,3.32687239,16,0.731661655,0.39189823,0.266339992,0.068941852,0.086209418,0.592783505
SP05,103000531,103000531_2018,103000531_10.09.2018,spain,Agauntza,Oria,473,43.0163278,-2.1777212,2018,9,3.058530714,21,0.605429018,0.451937137,0.261216535,0.077092326,0.101586893,0.582474227
SP05,103000531,103000531_2009,103000531_14.10.2009,spain,Agauntza,Oria,473,43.0163278,-2.1777212,2009,10,3.619848468,21,0.650724966,0.54737883,0.33782403,0.12554725,0.146791563,0.577319588
SP05,103000531,103000531_2014,103000531_18.09.2014,spain,Agauntza,Oria,473,43.0163278,-2.1777212,2014,9,2.935808793,23,0.490163993,0.582751858,0.286781509,0.080628335,0.095107852,0.556701031
SP05,103000531,103000531_2019,103000531_18.09.2019,spain,Agauntza,Oria,473,43.0163278,-2.1777212,2019,9,3.576324686,22,0.620698155,0.644659335,0.336864444,0.1003715,0.126524233,0.515463918
SP05,103000531,103000531_2011,103000531_20.09.2011,spain,Agauntza,Oria,473,43.0163278,-2.1777212,2011,9,3.273459597,20,0.667742649,0.568413951,0.284172758,0.06947257,0.088137178,0.690721649
SP05,103000531,103000531_2012,103000531_20.09.2012,spain,Agauntza,Oria,473,43.0163278,-2.1777212,2012,9,2.773817809,19,0.612406989,0.648630912,0.240194835,0.068495605,0.087295376,0.711340206
SP05,103000531,103000531_2017,103000531_21.09.2017,spain,Agauntza,Oria,473,43.0163278,-2.1777212,2017,9,3.505827891,22,0.718399095,0.483545096,0.330587017,0.121534868,0.141074094,0.463917526
SP05,103000531,103000531_2013,103000531_24.09.2013,spain,Agauntza,Oria,473,43.0163278,-2.1777212,2013,9,3.499729664,22,0.670967351,0.50334024,0.338345793,0.129047944,0.155858709,0.489690722
SP05,103000531,103000531_2015,103000531_25.09.2015,spain,Agauntza,Oria,473,43.0163278,-2.1777212,2015,9,2.812058242,17,0.657330834,0.52894229,0.219725649,0.058493685,0.073950394,0.618556701
SP05,103000531,103000531_2010,103000531_28.09.2010,spain,Agauntza,Oria,473,43.0163278,-2.1777212,2010,9,3.567458277,22,0.650724966,0.558442439,0.349766327,0.106487067,0.132349857,0.613402062
SP05,103000531,103000531_2008,103000531_29.09.2008,spain,Agauntza,Oria,473,43.0163278,-2.1777212,2008,9,3.807811585,22,0.64339264,0.580626337,0.36893205,0.129392214,0.165583412,0.62371134
SP05,103000533,103000533_2016,103000533_05.10.2016,spain,Estanda,Oria,473,43.0504046,-2.2191363,2016,10,3.025437749,18,0.738700663,0.561629272,0.246081213,0.068920494,0.073390746,0.184615385
SP05,103000533,103000533_2007,103000533_09.10.2007,spain,Estanda,Oria,473,43.0504046,-2.2191363,2007,10,3.015275418,12,0.481274805,0.471866235,0.203496122,0.035824813,0.040684715,0.451282051
SP05,103000533,103000533_2018,103000533_10.09.2018,spain,Estanda,Oria,473,43.0504046,-2.2191363,2018,9,3.242414226,24,0.741846624,0.534765725,0.313335964,0.134071698,0.139248115,0.276923077
SP05,103000533,103000533_2009,103000533_14.10.2009,spain,Estanda,Oria,473,43.0504046,-2.2191363,2009,10,2.845952724,14,0.609430648,0.473568599,0.202951365,0.044091304,0.048985726,0.425641026
SP05,103000533,103000533_2014,103000533_18.09.2014,spain,Estanda,Oria,473,43.0504046,-2.2191363,2014,9,3.329553697,22,0.71878686,0.515794089,0.30924615,0.098930165,0.121791653,0.215384615
SP05,103000533,103000533_2019,103000533_18.09.2019,spain,Estanda,Oria,473,43.0504046,-2.2191363,2019,9,3.30885229,28,0.831492812,0.573955563,0.331893694,0.108927882,0.130318015,0.261538462
SP05,103000533,103000533_2011,103000533_20.09.2011,spain,Estanda,Oria,473,43.0504046,-2.2191363,2011,9,2.348766491,11,0.574405239,0.348566473,0.129246661,0.024800076,0.024065296,0.38974359
SP05,103000533,103000533_2012,103000533_20.09.2012,spain,Estanda,Oria,473,43.0504046,-2.2191363,2012,9,2.882595998,13,0.60599883,0.27905573,0.203516614,0.048232508,0.065998297,0.476923077
SP05,103000533,103000533_2017,103000533_21.09.2017,spain,Estanda,Oria,473,43.0504046,-2.2191363,2017,9,3.216013106,21,0.758174865,0.60148956,0.292712438,0.09228216,0.109528328,0.641025641
SP05,103000533,103000533_2013,103000533_24.09.2013,spain,Estanda,Oria,473,43.0504046,-2.2191363,2013,9,2.937923512,18,0.637521202,0.454952957,0.239104369,0.066294262,0.072228673,0.430769231
SP05,103000533,103000533_2015,103000533_25.09.2015,spain,Estanda,Oria,473,43.0504046,-2.2191363,2015,9,3.564192013,28,0.782743949,0.594492417,0.37482603,0.151342157,0.174437738,0.471794872
SP05,103000533,103000533_2010,103000533_28.09.2010,spain,Estanda,Oria,473,43.0504046,-2.2191363,2010,9,3.07639778,20,0.670947564,0.490508592,0.279502779,0.089556,0.097332002,0.579487179
SP05,103000533,103000533_2008,103000533_29.09.2008,spain,Estanda,Oria,473,43.0504046,-2.2191363,2008,9,2.954490774,19,0.664391819,0.500418193,0.247963846,0.061853402,0.070985094,0.682051282
SP03,103000536,103000536_2008,103000536_02.10.2008,spain,Inglares,Ebro,179,42.6530692,-2.8355404,2008,10,2.393256562,14,0.572068712,0.460669071,0.135030256,0.02649832,0.03676586,0.155913978
SP03,103000536,103000536_2014,103000536_02.10.2014,spain,Inglares,Ebro,179,42.6530692,-2.8355404,2014,10,2.536806808,18,0.621294877,0.468386368,0.180943185,0.044374339,0.064307258,0.338709677
SP03,103000536,103000536_2018,103000536_04.09.2018,spain,Inglares,Ebro,179,42.6530692,-2.8355404,2018,9,2.775476248,21,0.63103006,0.492635339,0.219686263,0.069963534,0.085281196,0.35483871
SP03,103000536,103000536_2017,103000536_11.09.2017,spain,Inglares,Ebro,179,42.6530692,-2.8355404,2017,9,2.778318923,18,0.585231608,0.65970796,0.202426672,0.046877946,0.062762778,0.311827957
SP03,103000536,103000536_2019,103000536_11.09.2019,spain,Inglares,Ebro,179,42.6530692,-2.8355404,2019,9,2.752915052,22,0.625777437,0.641032426,0.24141927,0.072870564,0.093733303,0.510752688
SP03,103000536,103000536_2013,103000536_14.10.2013,spain,Inglares,Ebro,179,42.6530692,-2.8355404,2013,10,2.265570387,18,0.62968496,0.373197496,0.142133584,0.035911246,0.043884222,0.73655914
SP03,103000536,103000536_2016,103000536_19.09.2016,spain,Inglares,Ebro,179,42.6530692,-2.8355404,2016,9,2.859647585,16,0.654234453,0.400948301,0.207704561,0.057471601,0.071803866,0.478494624
SP03,103000536,103000536_2011,103000536_22.09.2011,spain,Inglares,Ebro,179,42.6530692,-2.8355404,2011,9,3.421740427,20,0.585497622,0.622585771,0.31665896,0.095397771,0.132239471,0.446236559
SP03,103000536,103000536_2007,103000536_24.09.2007,spain,Inglares,Ebro,179,42.6530692,-2.8355404,2007,9,2.20858,8,0.366608693,0.327316464,0.097745215,0.014801355,0.022726526,0.408602151
SP03,103000536,103000536_2012,103000536_25.09.2012,spain,Inglares,Ebro,179,42.6530692,-2.8355404,2012,9,3.568081865,25,0.639425314,0.614949929,0.355785926,0.140858566,0.177006906,0.397849462
SP03,103000536,103000536_2009,103000536_28.09.2009,spain,Inglares,Ebro,179,42.6530692,-2.8355404,2009,9,2.762025758,15,0.607643602,0.410159676,0.188381919,0.045691687,0.062544386,0.478494624
SP03,103000536,103000536_2010,103000536_30.09.2010,spain,Inglares,Ebro,179,42.6530692,-2.8355404,2010,9,2.724439525,13,0.576206987,0.416211904,0.184175711,0.039160314,0.056331283,0.532258065
SP03,103000536,103000536_2015,103000536_30.09.2015,spain,Inglares,Ebro,179,42.6530692,-2.8355404,2015,9,2.667940239,15,0.666802345,0.280717122,0.196625954,0.063892837,0.079743672,0.580645161
SP03,103000538,103000538_2008,103000538_01.10.2008,spain,Omecillo,Ebro,179,42.7770403,-3.0456832,2008,10,3.062318428,21,0.588432474,0.558492966,0.280036466,0.087490208,0.09677765,0.344086022
SP03,103000538,103000538_2018,103000538_05.09.2018,spain,Omecillo,Ebro,179,42.7770403,-3.0456832,2018,9,2.226419064,21,0.589371858,0.74477009,0.158962752,0.041839056,0.063109604,0.435483871
SP03,103000538,103000538_2014,103000538_06.10.2014,spain,Omecillo,Ebro,179,42.7770403,-3.0456832,2014,10,2.455123214,28,0.683676957,0.737644884,0.234227162,0.079097019,0.104544192,0.61827957
SP03,103000538,103000538_2015,103000538_07.10.2015,spain,Omecillo,Ebro,179,42.7770403,-3.0456832,2015,10,1.792583504,22,0.649767167,0.57529077,0.115597482,0.041613057,0.065112045,0.661290323
SP03,103000538,103000538_2019,103000538_10.09.2019,spain,Omecillo,Ebro,179,42.7770403,-3.0456832,2019,9,2.92623984,28,0.620724036,0.79786284,0.268581792,0.080534649,0.120430696,0.349462366
SP03,103000538,103000538_2013,103000538_10.10.2013,spain,Omecillo,Ebro,179,42.7770403,-3.0456832,2013,10,2.818907923,27,0.705964327,0.774987006,0.239472288,0.075134931,0.109373115,0.268817204
SP03,103000538,103000538_2017,103000538_11.09.2017,spain,Omecillo,Ebro,179,42.7770403,-3.0456832,2017,9,2.69199341,18,0.513312578,0.680207799,0.216176063,0.053439832,0.075124659,0.650537634
SP03,103000538,103000538_2007,103000538_18.09.2007,spain,Omecillo,Ebro,179,42.7770403,-3.0456832,2007,9,2.560526581,14,0.555342354,0.590153046,0.173602642,0.034536486,0.051504556,0.672043011
SP03,103000538,103000538_2016,103000538_20.09.2016,spain,Omecillo,Ebro,179,42.7770403,-3.0456832,2016,9,2.587500157,27,0.666871334,0.640462514,0.241382199,0.080652257,0.114308558,0.5
SP03,103000538,103000538_2012,103000538_24.09.2012,spain,Omecillo,Ebro,179,42.7770403,-3.0456832,2012,9,1.720526411,13,0.505633464,0.478437639,0.064894093,0.014432771,0.021714322,0.612903226
SP03,103000538,103000538_2009,103000538_29.09.2009,spain,Omecillo,Ebro,179,42.7770403,-3.0456832,2009,9,2.328587772,26,0.711073465,0.606060389,0.183264458,0.065879232,0.087982472,0.430107527
SP03,103000538,103000538_2010,103000538_29.09.2010,spain,Omecillo,Ebro,179,42.7770403,-3.0456832,2010,9,2.68853427,29,0.833515257,0.728749456,0.261092131,0.094227716,0.109166887,0.408602151
SP03,103000538,103000538_2011,103000538_29.09.2011,spain,Omecillo,Ebro,179,42.7770403,-3.0456832,2011,9,2.25123263,15,0.597427864,0.537859602,0.115494711,0.023737286,0.029517711,0.629032258
SP03,103000541,103000541_2008,103000541_01.10.2008,spain,Omecillo,Ebro,179,42.8739924,-3.1757827,2008,10,4.136619114,34,0.674250901,0.704948029,0.504414521,0.271725402,0.344729745,0.56372549
SP03,103000541,103000541_2018,103000541_05.09.2018,spain,Omecillo,Ebro,179,42.8739924,-3.1757827,2018,9,3.338746286,26,0.591802698,0.763173874,0.325677339,0.108631989,0.145379062,0.843137255
SP03,103000541,103000541_2014,103000541_06.10.2014,spain,Omecillo,Ebro,179,42.8739924,-3.1757827,2014,10,3.24751266,33,0.750284576,0.874417146,0.40457084,0.161737378,0.220430849,0.87745098
SP03,103000541,103000541_2015,103000541_07.10.2015,spain,Omecillo,Ebro,179,42.8739924,-3.1757827,2015,10,2.93139612,32,0.668720291,0.771771084,0.336823024,0.133891602,0.173589391,0.87745098
SP03,103000541,103000541_2019,103000541_10.09.2019,spain,Omecillo,Ebro,179,42.8739924,-3.1757827,2019,9,3.462668985,25,0.689096883,0.581629077,0.354993501,0.152157944,0.200930784,0.700980392
SP03,103000541,103000541_2013,103000541_10.10.2013,spain,Omecillo,Ebro,179,42.8739924,-3.1757827,2013,10,3.56101445,32,0.72757106,0.734957755,0.393646465,0.162355466,0.214077751,0.774509804
SP03,103000541,103000541_2017,103000541_11.09.2017,spain,Omecillo,Ebro,179,42.8739924,-3.1757827,2017,9,3.266511893,32,0.711173421,0.666449371,0.364671233,0.126677234,0.161583294,0.715686275
SP03,103000541,103000541_2007,103000541_18.09.2007,spain,Omecillo,Ebro,179,42.8739924,-3.1757827,2007,9,3.96579158,27,0.69376435,0.799069765,0.430331159,0.184481117,0.243284833,0.75
SP03,103000541,103000541_2016,103000541_20.09.2016,spain,Omecillo,Ebro,179,42.8739924,-3.1757827,2016,9,3.937835739,30,0.66807041,0.687885146,0.455421273,0.218847045,0.312785347,0.769607843
SP03,103000541,103000541_2012,103000541_24.09.2012,spain,Omecillo,Ebro,179,42.8739924,-3.1757827,2012,9,4.115339349,31,0.807334311,0.708803326,0.489343322,0.248944673,0.362418048,0.774509804
SP03,103000541,103000541_2011,103000541_26.09.2011,spain,Omecillo,Ebro,179,42.8739924,-3.1757827,2011,9,3.564198853,30,0.672115931,0.807256244,0.394506533,0.175734595,0.213292688,0.720588235
SP03,103000541,103000541_2009,103000541_29.09.2009,spain,Omecillo,Ebro,179,42.8739924,-3.1757827,2009,9,4.080487153,33,0.723179737,0.618107445,0.51244526,0.264089551,0.34758405,0.656862745
SP03,103000541,103000541_2010,103000541_29.09.2010,spain,Omecillo,Ebro,179,42.8739924,-3.1757827,2010,9,4.416518519,34,0.681380292,0.657588757,0.550298892,0.281254221,0.366336527,0.62254902
SP04,103000543,103000543_2011,103000543_01.09.2011,spain,Ibaizabal,Nervion-ibaizabal,450,43.1749694,-2.6344464,2011,9,1.771563104,9,0.156305883,0.322936466,0.069324855,0.012664883,0.016316596,0.237623762
SP04,103000543,103000543_2019,103000543_02.09.2019,spain,Ibaizabal,Nervion-ibaizabal,450,43.1749694,-2.6344464,2019,9,2.557903198,15,0.560280422,0.675673577,0.173871653,0.030849863,0.040518118,0.183168317
SP04,103000543,103000543_2013,103000543_03.09.2013,spain,Ibaizabal,Nervion-ibaizabal,450,43.1749694,-2.6344464,2013,9,1.736738754,10,0.482840416,0.53761576,0.051877857,0.007535823,0.009494784,0.074257426
SP04,103000543,103000543_2012,103000543_05.09.2012,spain,Ibaizabal,Nervion-ibaizabal,450,43.1749694,-2.6344464,2012,9,1.614487141,6,0.280540844,0.220168986,0.039997414,0.005515661,0.00686565,0.202970297
SP04,103000543,103000543_2010,103000543_06.09.2010,spain,Ibaizabal,Nervion-ibaizabal,450,43.1749694,-2.6344464,2010,9,2.049762111,11,0.402899237,0.438514528,0.109761963,0.016315487,0.022340806,0.163366337
SP04,103000543,103000543_2017,103000543_07.09.2017,spain,Ibaizabal,Nervion-ibaizabal,450,43.1749694,-2.6344464,2017,9,1.636405348,4,0.056165088,0.190704954,0.031970108,0.002953293,0.004293411,0.118811881
SP04,103000543,103000543_2014,103000543_09.09.2014,spain,Ibaizabal,Nervion-ibaizabal,450,43.1749694,-2.6344464,2014,9,1.508975038,5,0.117147343,0.066266831,0.028205273,0.005934201,0.007344733,0.207920792
SP04,103000543,103000543_2015,103000543_10.09.2015,spain,Ibaizabal,Nervion-ibaizabal,450,43.1749694,-2.6344464,2015,9,1.645457639,6,0.351036788,0.220168986,0.0436965,0.007674637,0.008762418,0.118811881
SP04,103000543,103000543_2008,103000543_11.09.2008,spain,Ibaizabal,Nervion-ibaizabal,450,43.1749694,-2.6344464,2008,9,1.722511612,9,0.522418358,0.360470659,0.069465373,0.010327342,0.012548058,0.108910891
SP04,103000543,103000543_2007,103000543_13.09.2007,spain,Ibaizabal,Nervion-ibaizabal,450,43.1749694,-2.6344464,2007,9,1.924414128,12,0.556322074,0.436615165,0.105254415,0.020587389,0.023319416,0.222772277
SP04,103000543,103000543_2016,103000543_13.09.2016,spain,Ibaizabal,Nervion-ibaizabal,450,43.1749694,-2.6344464,2016,9,1.99565052,10,0.535708286,0.576291092,0.09338518,0.011954569,0.015276486,0.034653465
SP04,103000543,103000543_2009,103000543_15.09.2009,spain,Ibaizabal,Nervion-ibaizabal,450,43.1749694,-2.6344464,2009,9,1.590092599,6,0.2641361,0.347193202,0.042040452,0.003923726,0.005060089,0.123762376
SP04,103000543,103000543_2018,103000543_19.09.2018,spain,Ibaizabal,Nervion-ibaizabal,450,43.1749694,-2.6344464,2018,9,1.698907669,6,0.453402209,0.258575101,0.04510629,0.004991926,0.006223201,0.366336634
SP03,103000544,103000544_2015,103000544_01.10.2015,spain,Arakil,Ebro,179,42.8695519,-2.2648695,2015,10,2.206764974,22,0.785444484,0.506261725,0.141370264,0.027671703,0.038101246,0.083333333
SP03,103000544,103000544_2018,103000544_03.09.2018,spain,Arakil,Ebro,179,42.8695519,-2.2648695,2018,9,2.254443679,24,0.853839897,0.765758607,0.176135808,0.044292173,0.082464628,0.299019608
SP03,103000544,103000544_2010,103000544_06.10.2010,spain,Arakil,Ebro,179,42.8695519,-2.2648695,2010,10,1.644185364,11,0.477056551,0.449022061,0.058687089,0.00814039,0.01120509,0.514705882
SP03,103000544,103000544_2008,103000544_08.10.2008,spain,Arakil,Ebro,179,42.8695519,-2.2648695,2008,10,2.538865277,17,0.526123746,0.603580266,0.192712726,0.035555018,0.048414717,0.176470588
SP03,103000544,103000544_2013,103000544_08.10.2013,spain,Arakil,Ebro,179,42.8695519,-2.2648695,2013,10,2.384039118,22,0.689511459,0.731213417,0.181197086,0.046636224,0.064459878,0.338235294
SP03,103000544,103000544_2019,103000544_11.09.2019,spain,Arakil,Ebro,179,42.8695519,-2.2648695,2019,9,1.858459471,19,0.689511459,0.571987568,0.109180301,0.026012923,0.037368535,0.43627451
SP03,103000544,103000544_2017,103000544_12.09.2017,spain,Arakil,Ebro,179,42.8695519,-2.2648695,2017,9,2.154311427,18,0.689511459,0.536999623,0.130574138,0.026778268,0.03326838,0.431372549
SP03,103000544,103000544_2009,103000544_22.09.2009,spain,Arakil,Ebro,179,42.8695519,-2.2648695,2009,9,2.652772377,23,0.568152818,0.719960622,0.224146141,0.062038742,0.088251883,0.406862745
SP03,103000544,103000544_2016,103000544_22.09.2016,spain,Arakil,Ebro,179,42.8695519,-2.2648695,2016,9,2.602397124,15,0.692907099,0.48948444,0.178823638,0.034335394,0.046458128,0.401960784
