ecotrait,basin,year,subtractive,additive
microhab_phy,DE05,2014,0.001166476,-0.00405956
microhab_pom,DE05,2014,0.000651348,-0.002196732
microhab_oth,DE05,2014,-1.23E-05,-0.001134946
tachtemp_psy,DE05,2014,0.003362336,-0.00089316
tachtemp_the,DE05,2014,-0.000104925,-0.00011755
tachtemp_eut,DE05,2014,-0.000611934,-0.002116502
tachsap_x,DE05,2014,0.000463974,0.000320217
tachsap_o,DE05,2014,-0.000239106,0.000673835
tachsap_b,DE05,2014,6.34E-05,-0.000646142
tachsap_a,DE05,2014,0.000600927,-0.002299725
tachsap_p,DE05,2014,-0.000388777,-1.95E-06
microhab_arg,DE05,2015,-0.000269357,0.000105824
microhab_pel,DE05,2015,-0.001771956,-0.000330728
microhab_psa,DE05,2015,0.000562097,0.00045089
microhab_aka,DE05,2015,-0.008165389,-0.00057252
microhab_lit,DE05,2015,-0.000615805,0.001877392
microhab_phy,DE05,2015,0.000847027,0.00083466
microhab_pom,DE05,2015,0.000483474,0.000473518
microhab_oth,DE05,2015,0.000832654,-0.001201118
tachtemp_psy,DE05,2015,-0.004327965,-0.0007065
tachtemp_the,DE05,2015,0.000194524,0.00055593
tachtemp_eut,DE05,2015,0.000272994,0.000826269
tachsap_x,DE05,2015,-0.00070371,0.000615104
tachsap_o,DE05,2015,0.001186505,0.000231776
tachsap_b,DE05,2015,1.36E-05,0.001990508
tachsap_a,DE05,2015,0.000734769,-0.000565162
tachsap_p,DE05,2015,0.000131938,0.000595214
microhab_arg,DE05,2016,-0.000120619,-1.61E-05
microhab_pel,DE05,2016,0.003539862,-0.000657221
microhab_psa,DE05,2016,-0.000371387,0.001876633
microhab_aka,DE05,2016,0.000394622,0.002390476
microhab_lit,DE05,2016,-0.001824243,-0.003295849
microhab_phy,DE05,2016,0.001175502,-0.000413671
microhab_pom,DE05,2016,-0.001837729,0.003138869
microhab_oth,DE05,2016,0.000833904,0.000569809
tachtemp_psy,DE05,2016,-0.000345612,0.005587659
tachtemp_the,DE05,2016,-0.000125941,0.000332394
tachtemp_eut,DE05,2016,0.002104282,-0.00130813
tachsap_x,DE05,2016,-0.000733704,0.002915997
tachsap_o,DE05,2016,0.001013448,0.000160026
tachsap_b,DE05,2016,-0.001682363,-2.40E-05
tachsap_a,DE05,2016,0.000729407,-0.000612506
tachsap_p,DE05,2016,0.00021643,-7.45E-05
microhab_arg,DE05,2018,2.01E-06,0.000555296
microhab_pel,DE05,2018,0.000229641,-0.001156487
microhab_psa,DE05,2018,-0.001597716,0.000293075
microhab_aka,DE05,2018,-0.001117649,-2.71E-05
microhab_lit,DE05,2018,0.002122075,0.006838768
microhab_phy,DE05,2018,0,-0.002048666
microhab_pom,DE05,2018,-0.002904722,0.000604618
microhab_oth,DE05,2018,0.000914676,-0.000683497
tachtemp_psy,DE05,2018,0.00156845,0.002821128
tachtemp_the,DE05,2018,-0.000264148,-0.00017179
tachtemp_eut,DE05,2018,0.004341603,-0.001951176
tachsap_x,DE05,2018,-2.69E-05,-0.001245721
tachsap_o,DE05,2018,0.000497706,-0.00136995
tachsap_b,DE05,2018,0.000658213,0.001276859
tachsap_a,DE05,2018,0.003531579,-4.79E-05
tachsap_p,DE05,2018,-0.000515248,-0.000169484
microhab_arg,DE06,2000,-4.49E-06,0
microhab_pel,DE06,2000,0.001761773,-0.000959169
microhab_psa,DE06,2000,0.000610465,-0.001090719
microhab_aka,DE06,2000,0.000124838,-0.001831363
microhab_lit,DE06,2000,0.00038673,-0.001519197
microhab_phy,DE06,2000,0.002492568,0.001354688
microhab_pom,DE06,2000,0.001687139,0.000553001
microhab_oth,DE06,2000,-0.000465628,-0.000514636
tachtemp_psy,DE06,2000,-0.003949947,-0.00168924
tachtemp_the,DE06,2000,-0.004190608,0.0010268
tachtemp_eut,DE06,2000,0.000218387,0.004272774
tachsap_x,DE06,2000,-0.001372324,-0.000645061
tachsap_o,DE06,2000,0.001515356,0.002513468
tachsap_b,DE06,2000,-0.000165767,-0.000648868
tachsap_a,DE06,2000,0.000440709,0.000782601
tachsap_p,DE06,2000,-0.000125552,-0.000583627
microhab_arg,DE06,2001,5.44E-06,0.000320935
microhab_pel,DE06,2001,0.001045644,0.001011637
microhab_psa,DE06,2001,-0.002001315,-0.001158798
microhab_aka,DE06,2001,0.000277616,-0.002285507
microhab_lit,DE06,2001,-0.0010296,0.00070541
microhab_phy,DE06,2001,-0.001294248,-0.000523995
microhab_pom,DE06,2001,-0.001067611,0.001459182
microhab_oth,DE06,2001,-1.29E-05,0.000964593
tachtemp_psy,DE06,2001,-0.001838413,-0.00285566
tachtemp_the,DE06,2001,0.000440036,0.001826401
tachtemp_eut,DE06,2001,0.002482593,-0.000523287
tachsap_x,DE06,2001,0.000530759,0.000283183
tachsap_o,DE06,2001,0.000299401,0.003536918
tachsap_b,DE06,2001,-0.000655342,0.000291533
tachsap_a,DE06,2001,0.000103282,-0.000206847
tachsap_p,DE06,2001,0.000145178,0.000257689
microhab_arg,DE06,2002,1.79E-06,-4.72E-05
microhab_pel,DE06,2002,-0.002632109,-0.000485222
microhab_psa,DE06,2002,0.001007254,-0.00012915
microhab_aka,DE06,2002,-1.33E-05,0.001525371
microhab_lit,DE06,2002,0.000246236,-0.001684971
microhab_phy,DE06,2002,-0.000666377,0.000758082
microhab_pom,DE06,2002,0.001561711,-0.001759712
microhab_oth,DE06,2002,-0.001469926,-0.000245377
tachtemp_psy,DE06,2002,0.002171319,0.0052266
tachtemp_the,DE06,2002,-0.000889072,-4.61E-05
tachtemp_eut,DE06,2002,-1.52E-05,-0.001573115
tachsap_x,DE06,2002,-0.000469133,-0.000928189
tachsap_o,DE06,2002,-0.002397839,0.00128617
tachsap_b,DE06,2002,-0.000268114,0.000610269
tachsap_a,DE06,2002,0.00058873,-0.000706896
tachsap_p,DE06,2002,-0.000498774,-4.90E-05
microhab_arg,DE06,2003,-0.000213961,0
microhab_pel,DE06,2003,0.000292049,0.00045937
microhab_psa,DE06,2003,0.001201668,0.00064291
microhab_aka,DE06,2003,0.000441662,-0.000441589
microhab_lit,DE06,2003,0.003719062,-0.000882985
microhab_phy,DE06,2003,0.001980449,0.000981092
microhab_pom,DE06,2003,-0.000875163,-0.000557014
microhab_oth,DE06,2003,0.00030031,-0.000175722
tachtemp_psy,DE06,2003,-0.005647652,-0.001882861
tachtemp_the,DE06,2003,9.37E-07,-0.000435626
tachtemp_eut,DE06,2003,0.003149209,-0.001702716
tachsap_x,DE06,2003,-0.00180699,-0.001408111
tachsap_o,DE06,2003,-0.002494411,-0.000312074
tachsap_b,DE06,2003,0.00099326,-0.000271062
tachsap_a,DE06,2003,0.000416119,-0.000322188
tachsap_p,DE06,2003,8.31E-05,0.00032696
microhab_arg,DE06,2004,1.84E-05,0.000213943
microhab_pel,DE06,2004,-0.000596673,-0.000514759
microhab_psa,DE06,2004,0.000871829,-0.002087278
microhab_aka,DE06,2004,-0.002635651,0.001026366
microhab_lit,DE06,2004,0.000737733,-0.001192572
microhab_phy,DE06,2004,0.000321641,-0.002898163
microhab_pom,DE06,2004,0.000602146,-0.000118145
microhab_oth,DE06,2004,0.000891105,-0.000322491
tachtemp_psy,DE06,2004,-0.002237051,-0.000715035
tachtemp_the,DE06,2004,0.000983236,-2.40E-05
tachtemp_eut,DE06,2004,0.0010013,-0.002098576
tachsap_x,DE06,2004,-0.001205062,-0.000510295
tachsap_o,DE06,2004,0.000228962,4.16E-05
tachsap_b,DE06,2004,0.000557737,-0.000924517
tachsap_a,DE06,2004,0.000800862,-8.16E-05
tachsap_p,DE06,2004,0.000259686,-0.000381976
microhab_arg,DE06,2005,2.90E-07,0.000185271
microhab_pel,DE06,2005,-3.53E-05,0.000137142
microhab_psa,DE06,2005,0.002776322,-0.001932605
microhab_aka,DE06,2005,-0.001945899,0.002355956
microhab_lit,DE06,2005,-0.003358937,-0.000338942
microhab_phy,DE06,2005,-0.00211289,0.002598469
microhab_pom,DE06,2005,0.00021125,0.001783768
microhab_oth,DE06,2005,-0.002119756,0.000668903
tachtemp_psy,DE06,2005,0.002039868,0.006570748
tachtemp_the,DE06,2005,-0.001755968,0.000606259
tachtemp_eut,DE06,2005,0.005320247,-0.001445245
tachsap_x,DE06,2005,0.000167333,0.004610656
tachsap_o,DE06,2005,0.001454582,0.001423737
tachsap_b,DE06,2005,0.001071493,0.000982325
tachsap_a,DE06,2005,0.001313559,0.000222889
tachsap_p,DE06,2005,-0.000345515,0.001697228
microhab_arg,DE06,2006,-0.00021571,-2.20E-05
microhab_pel,DE06,2006,0.000731874,-0.001715236
microhab_psa,DE06,2006,0.001501521,-0.001205433
microhab_aka,DE06,2006,-0.000762148,-0.001314411
microhab_lit,DE06,2006,-0.000916913,-0.001454528
microhab_phy,DE06,2006,-0.001447912,-0.001856066
microhab_pom,DE06,2006,-0.003690221,-0.000223877
microhab_oth,DE06,2006,-0.000419805,-0.000572313
tachtemp_psy,DE06,2006,-0.000984881,-0.000958118
tachtemp_the,DE06,2006,0.000560779,0.000918272
tachtemp_eut,DE06,2006,-0.001118691,-0.004460703
tachsap_x,DE06,2006,0.000352576,-0.000454283
tachsap_o,DE06,2006,0.001329971,-0.000561855
tachsap_b,DE06,2006,-0.001617457,-0.000956711
tachsap_a,DE06,2006,0.000589861,-0.000504932
tachsap_p,DE06,2006,0.000323237,0.001288578
microhab_arg,DE06,2007,-0.000219269,-1.19E-05
microhab_pel,DE06,2007,0.000290871,0.003609138
microhab_psa,DE06,2007,-0.005643708,-0.000861545
microhab_aka,DE06,2007,-0.000671999,0.00134262
microhab_lit,DE06,2007,0.002239485,-0.000400207
microhab_phy,DE06,2007,0.001009779,0.002314989
microhab_pom,DE06,2007,0.000261774,-0.000301383
microhab_oth,DE06,2007,0.000331068,-0.000479937
tachtemp_psy,DE06,2007,0.000625262,-0.00132311
tachtemp_the,DE06,2007,-0.002195562,-6.10E-05
tachtemp_eut,DE06,2007,0.000371316,0.000852207
tachsap_x,DE06,2007,7.22E-05,0.007614607
tachsap_o,DE06,2007,-0.000254081,-0.001486075
tachsap_b,DE06,2007,0.00103174,-0.000275224
tachsap_a,DE06,2007,-0.001182665,-0.000572538
tachsap_p,DE06,2007,-0.002457417,-5.95E-05
microhab_arg,DE06,2008,5.52E-05,-2.21E-06
microhab_pel,DE06,2008,0.000943425,-0.001641768
microhab_psa,DE06,2008,0.000812012,0.001845524
microhab_aka,DE06,2008,0.000211259,3.47E-05
microhab_lit,DE06,2008,0.000917643,0.000234593
microhab_phy,DE06,2008,-0.001599523,-0.000487553
microhab_pom,DE06,2008,0.00097613,0.000886135
microhab_oth,DE06,2008,0.000377973,0.001259414
tachtemp_psy,DE06,2008,0.000394346,-0.001859851
tachtemp_the,DE06,2008,0.000298009,0.000200423
tachtemp_eut,DE06,2008,-0.000354786,-0.000244882
tachsap_x,DE06,2008,-0.001752022,-0.00064436
tachsap_o,DE06,2008,-0.000283887,-0.000889245
tachsap_b,DE06,2008,-0.000270686,-0.000846646
tachsap_a,DE06,2008,-0.000255614,-0.000799839
tachsap_p,DE06,2008,-0.000694279,5.05E-05
microhab_arg,DE06,2009,-7.78E-05,-1.76E-05
microhab_pel,DE06,2009,-0.001193078,-0.000377521
microhab_psa,DE06,2009,0.001592946,0.001046513
microhab_aka,DE06,2009,0.002025558,0.002066506
microhab_lit,DE06,2009,0.001677261,0.000128192
microhab_phy,DE06,2009,-0.000205569,-0.00154089
microhab_pom,DE06,2009,-0.00125432,-0.000256249
microhab_oth,DE06,2009,0.00020588,0.000387187
tachtemp_psy,DE06,2009,0.001207362,-0.001865476
tachtemp_the,DE06,2009,0.000266313,0.000628503
tachtemp_eut,DE06,2009,0.003008705,0.000717662
tachsap_x,DE06,2009,-0.009238235,-0.001317704
tachsap_o,DE06,2009,0.000852653,-0.001180232
tachsap_b,DE06,2009,0.001054721,-0.00116772
tachsap_a,DE06,2009,0.001157074,0.000804069
tachsap_p,DE06,2009,8.80E-05,0.00128184
microhab_arg,DE06,2010,9.95E-06,0.000663423
microhab_pel,DE06,2010,0.000924184,0.001743119
microhab_psa,DE06,2010,4.92E-05,-0.001181783
microhab_aka,DE06,2010,-0.001491316,-0.001184312
microhab_lit,DE06,2010,-0.000432552,-0.001554152
microhab_phy,DE06,2010,0.003607901,0.001007452
microhab_pom,DE06,2010,0.000358299,0.001934645
microhab_oth,DE06,2010,-0.000417507,-6.32E-05
tachtemp_psy,DE06,2010,0.002442138,0.003032158
tachtemp_the,DE06,2010,-4.02E-05,-0.000126346
tachtemp_eut,DE06,2010,0.001836963,-0.003945461
tachsap_x,DE06,2010,0.001968762,0.001633744
tachsap_o,DE06,2010,0.000647977,0.000237637
tachsap_b,DE06,2010,0.000421428,0.000408262
tachsap_a,DE06,2010,0.000360331,-0.001017566
tachsap_p,DE06,2010,-0.001263404,-5.07E-05
microhab_arg,DE06,2012,0.000126367,0.000428487
microhab_pel,DE06,2012,0.00132323,0.000718923
microhab_psa,DE06,2012,-0.000436112,-0.001579681
microhab_aka,DE06,2012,0.000336172,0.000860822
microhab_lit,DE06,2012,0.000223036,0.001060868
microhab_phy,DE06,2012,-0.000598994,-0.001531472
microhab_pom,DE06,2012,0.000919799,-0.001111296
microhab_oth,DE06,2012,-0.001052837,0.001484388
tachtemp_psy,DE06,2012,0.001649312,0.003246987
tachtemp_the,DE06,2012,1.85E-05,-0.000643909
tachtemp_eut,DE06,2012,0.002493519,-0.001993452
tachsap_x,DE06,2012,0.000190434,-9.97E-05
tachsap_o,DE06,2012,0.001517168,0.000928885
tachsap_b,DE06,2012,0.000286318,-4.84E-06
tachsap_a,DE06,2012,0.000331612,-0.000409891
tachsap_p,DE06,2012,0.000175238,0.000458489
microhab_arg,DE06,2013,-0.001034123,0.000215904
microhab_pel,DE06,2013,-0.003395119,-0.002370919
microhab_psa,DE06,2013,0.002257119,0.002090941
microhab_aka,DE06,2013,-0.001922607,-0.001603961
microhab_lit,DE06,2013,-0.000339982,-0.003575328
microhab_phy,DE06,2013,0.00201686,-0.000776825
microhab_pom,DE06,2013,-0.001283524,-0.000261545
microhab_oth,DE06,2013,-0.001337382,-0.000181164
tachtemp_psy,DE06,2013,-0.008105355,-0.005037036
tachtemp_the,DE06,2013,-0.00024875,-0.000640593
tachtemp_eut,DE06,2013,0.007298899,-0.002844478
tachsap_x,DE06,2013,0.000566418,-0.000742465
tachsap_o,DE06,2013,-0.002834848,-0.002587926
tachsap_b,DE06,2013,0.001547083,-0.000337712
tachsap_a,DE06,2013,0.001179277,-0.000297512
tachsap_p,DE06,2013,-0.000208909,-0.000410551
microhab_arg,DE06,2015,-0.000338806,-2.84E-07
microhab_pel,DE06,2015,0.000514303,0.00224586
microhab_psa,DE06,2015,0.001152525,-0.002800919
microhab_aka,DE06,2015,0.002205177,-0.000592755
microhab_lit,DE06,2015,0.00558997,-3.57E-05
microhab_phy,DE06,2015,0.000633898,-0.003757665
microhab_pom,DE06,2015,-0.000610665,0.000584215
microhab_oth,DE06,2015,0.000396611,0.001013239
tachtemp_psy,DE06,2015,0.006001404,-0.00033373
tachtemp_the,DE06,2015,0.000185456,0.001844109
tachtemp_eut,DE06,2015,0.001640458,-0.005517142
tachsap_x,DE06,2015,0.000980153,-0.000759194
tachsap_o,DE06,2015,0.002676023,-0.001074247
tachsap_b,DE06,2015,-0.000467555,-0.001467404
tachsap_a,DE06,2015,0.000533032,0.000826185
tachsap_p,DE06,2015,0.000181654,0.004032405
microhab_arg,DE06,2016,-0.000128669,0
microhab_pel,DE06,2016,0.000621543,-0.000268924
microhab_psa,DE06,2016,0.001959285,-0.001453278
microhab_aka,DE06,2016,0,0.001063117
microhab_lit,DE06,2016,0,-0.003689339
microhab_phy,DE06,2016,0.00167953,0.000530192
microhab_pom,DE06,2016,0.000132356,-0.001114169
microhab_oth,DE06,2016,-0.000459032,-2.58E-05
tachtemp_psy,DE06,2016,0.001484453,0.000561849
tachtemp_the,DE06,2016,0.002440853,0.000251619
tachtemp_eut,DE06,2016,-0.000126607,-0.002500926
tachsap_x,DE06,2016,0.001340122,0.001090033
tachsap_o,DE06,2016,0.000612533,0.001223898
tachsap_b,DE06,2016,0.000427292,-0.000841105
tachsap_a,DE06,2016,0.00119928,-0.000113964
tachsap_p,DE06,2016,0.001312297,0
microhab_arg,DE06,2018,-4.49E-06,0
microhab_pel,DE06,2018,0.001761773,-0.000959169
microhab_psa,DE06,2018,0.000610465,-0.001090719
microhab_aka,DE06,2018,0.000124838,-0.001831363
microhab_lit,DE06,2018,0.00038673,-0.001519197
microhab_phy,DE06,2018,0.002492568,0.001354688
microhab_pom,DE06,2018,0.001687139,0.000553001
microhab_oth,DE06,2018,-0.000465628,-0.000514636
tachtemp_psy,DE06,2018,-0.003949947,-0.00168924
tachtemp_the,DE06,2018,-0.004190608,0.0010268
tachtemp_eut,DE06,2018,0.000218387,0.004272774
tachsap_x,DE06,2018,-0.001372324,-0.000645061
tachsap_o,DE06,2018,0.001515356,0.002513468
tachsap_b,DE06,2018,-0.000165767,-0.000648868
tachsap_a,DE06,2018,0.000440709,0.000782601
tachsap_p,DE06,2018,-0.000125552,-0.000583627
microhab_arg,DE07,2004,-5.06E-05,0.000124058
microhab_pel,DE07,2004,0.001098643,-0.000430761
microhab_psa,DE07,2004,5.78E-05,0.000116628
microhab_aka,DE07,2004,-0.000881197,-0.000149391
microhab_lit,DE07,2004,0.000724972,-0.000142417
microhab_phy,DE07,2004,0.001143579,-0.002830363
microhab_pom,DE07,2004,0.000947417,-0.000746788
microhab_oth,DE07,2004,-0.000104872,-0.000450843
tachtemp_psy,DE07,2004,0.00215556,0.000224365
tachtemp_the,DE07,2004,7.22E-05,-0.001709591
tachtemp_eut,DE07,2004,0.000204724,-0.000691408
tachsap_x,DE07,2004,0.000911306,-0.000766225
tachsap_o,DE07,2004,-0.000533477,0.002162156
tachsap_b,DE07,2004,-0.000231206,0.000452063
tachsap_a,DE07,2004,0.000355385,-0.000825709
tachsap_p,DE07,2004,-0.000310145,-0.000267991
microhab_arg,DE07,2005,8.86E-05,0.000842674
microhab_pel,DE07,2005,0.005180281,-0.000400514
microhab_psa,DE07,2005,-0.001869214,-0.001913719
microhab_aka,DE07,2005,-0.00561575,0.004902709
microhab_lit,DE07,2005,-0.005478684,0.006407702
microhab_phy,DE07,2005,0.001652442,-0.00022188
microhab_pom,DE07,2005,0.000351721,-0.000312628
microhab_oth,DE07,2005,-0.00060447,0.000542521
tachtemp_psy,DE07,2005,0.000442342,0.002708639
tachtemp_the,DE07,2005,0.000748768,-0.000248733
tachtemp_eut,DE07,2005,0.000353391,-7.55E-06
tachsap_x,DE07,2005,0.00048266,-0.000160865
tachsap_o,DE07,2005,0.000334191,0
tachsap_b,DE07,2005,0.000205617,0.000946149
tachsap_a,DE07,2005,0.000235642,-1.78E-05
tachsap_p,DE07,2005,9.33E-05,-5.94E-05
microhab_arg,DE07,2006,-0.000705254,-1.72E-05
microhab_pel,DE07,2006,-0.00228035,-0.001214453
microhab_psa,DE07,2006,0.002868782,-4.72E-05
microhab_aka,DE07,2006,0.002389184,-0.001208862
microhab_lit,DE07,2006,0.001774552,-0.003711703
microhab_phy,DE07,2006,0.000816027,-0.002962896
microhab_pom,DE07,2006,0.000659455,-0.000159138
microhab_oth,DE07,2006,-0.000121314,0.00118211
tachtemp_psy,DE07,2006,-0.000181222,-0.002337398
tachtemp_the,DE07,2006,0.000303909,-0.001817919
tachtemp_eut,DE07,2006,-0.000147601,-2.59E-05
tachsap_x,DE07,2006,-0.000235969,-0.001051057
tachsap_o,DE07,2006,-0.000948313,-0.001211765
tachsap_b,DE07,2006,-0.000154013,0
tachsap_a,DE07,2006,0.00016896,-0.000249045
tachsap_p,DE07,2006,0,-0.000365156
microhab_arg,DE07,2007,-0.000676528,0.000291332
microhab_pel,DE07,2007,0.000422235,-6.44E-05
microhab_psa,DE07,2007,-0.000985394,-0.00099659
microhab_aka,DE07,2007,-0.004032721,-0.000263343
microhab_lit,DE07,2007,-0.005005595,0.00263848
microhab_phy,DE07,2007,-0.00157028,0.000883695
microhab_pom,DE07,2007,-0.000316519,-0.001662513
microhab_oth,DE07,2007,-0.001292096,0.00022085
tachtemp_psy,DE07,2007,-0.000324944,0.000104005
tachtemp_the,DE07,2007,0.002014382,-0.000100869
tachtemp_eut,DE07,2007,6.69E-05,-0.000439866
tachsap_x,DE07,2007,0.000481013,0.000433675
tachsap_o,DE07,2007,0.000453302,-0.000322836
tachsap_b,DE07,2007,-0.001871907,-0.000817491
tachsap_a,DE07,2007,0.000347913,-0.000863145
tachsap_p,DE07,2007,0.000324973,2.66E-05
microhab_arg,DE07,2008,-0.000226082,-1.78E-05
microhab_pel,DE07,2008,0.002571643,0.002177084
microhab_psa,DE07,2008,0.000576562,-0.000411916
microhab_aka,DE07,2008,-0.0015921,-0.000879885
microhab_lit,DE07,2008,-0.001850769,-0.001754929
microhab_phy,DE07,2008,-0.00039471,0.000611521
microhab_pom,DE07,2008,0.000401226,-0.000259613
microhab_oth,DE07,2008,0.000678777,0.000488975
tachtemp_psy,DE07,2008,-0.001287689,-0.000461307
tachtemp_the,DE07,2008,0.000801363,0.00110641
tachtemp_eut,DE07,2008,0.000388596,-0.000110757
tachsap_x,DE07,2008,-0.000857266,-0.000127748
tachsap_o,DE07,2008,-0.001141378,-0.000104072
tachsap_b,DE07,2008,0.000300617,0.000248741
tachsap_a,DE07,2008,7.98E-05,-0.001317896
tachsap_p,DE07,2008,0.000200525,1.59E-05
microhab_arg,DE07,2009,-2.85E-05,1.19E-05
microhab_pel,DE07,2009,-0.005491113,0.004495189
microhab_psa,DE07,2009,3.94E-05,0.000220809
microhab_aka,DE07,2009,0.000160876,0.002805597
microhab_lit,DE07,2009,0.00071926,0.001297555
microhab_phy,DE07,2009,5.36E-06,0.006237893
microhab_pom,DE07,2009,0.00026271,0.000336593
microhab_oth,DE07,2009,-0.001864595,0.000564539
tachtemp_psy,DE07,2009,0.00167577,-0.000198254
tachtemp_the,DE07,2009,-0.005023072,0.000552452
tachtemp_eut,DE07,2009,0.000175088,5.69E-05
tachsap_x,DE07,2009,0.000252366,-0.000121063
tachsap_o,DE07,2009,0.000159046,0.001157937
tachsap_b,DE07,2009,0.000245982,-0.000110067
tachsap_a,DE07,2009,0.001017796,0.000128184
tachsap_p,DE07,2009,-0.000565609,-7.95E-05
microhab_arg,DE07,2010,4.58E-07,0.000681979
microhab_pel,DE07,2010,0.000222816,-0.002277764
microhab_psa,DE07,2010,0.000806895,0.001851184
microhab_aka,DE07,2010,-0.000852851,0.005036432
microhab_lit,DE07,2010,0.005119178,0.00444952
microhab_phy,DE07,2010,-0.003728385,-0.001149005
microhab_pom,DE07,2010,-0.00045773,-2.12E-05
microhab_oth,DE07,2010,-0.000788439,0.00199092
tachtemp_psy,DE07,2010,-0.000194475,0.001570017
tachtemp_the,DE07,2010,-0.00077245,0.00355314
tachtemp_eut,DE07,2010,1.77E-05,-0.000145264
tachsap_x,DE07,2010,0.002168932,0.001025823
tachsap_o,DE07,2010,8.45E-05,0.000287832
tachsap_b,DE07,2010,0.000356315,-0.00040234
tachsap_a,DE07,2010,0.000664493,8.36E-05
tachsap_p,DE07,2010,-0.000232696,0.000559074
microhab_arg,DE07,2011,-0.000674855,-1.44E-06
microhab_pel,DE07,2011,0.002227363,0.000642369
microhab_psa,DE07,2011,0.002213665,0.000205133
microhab_aka,DE07,2011,0.000431163,0.001601984
microhab_lit,DE07,2011,0.001981928,-0.008627209
microhab_phy,DE07,2011,-0.000231794,-8.44E-05
microhab_pom,DE07,2011,0.001846169,-1.89E-05
microhab_oth,DE07,2011,-0.001651193,-0.000142739
tachtemp_psy,DE07,2011,0.000654138,-0.000605656
tachtemp_the,DE07,2011,-0.002722812,-0.000106957
tachtemp_eut,DE07,2011,0.000245507,0.000411527
tachsap_x,DE07,2011,9.61E-05,-0.002224261
tachsap_o,DE07,2011,0.000384187,0.001305219
tachsap_b,DE07,2011,0.0007992,0.000320015
tachsap_a,DE07,2011,0.000735069,-0.000415662
tachsap_p,DE07,2011,-0.00047159,0.000110925
microhab_arg,DE07,2012,1.08E-05,0.000199385
microhab_pel,DE07,2012,-0.001859254,-0.004372127
microhab_psa,DE07,2012,-6.09E-05,-0.001904799
microhab_aka,DE07,2012,-0.000521786,-0.000750343
microhab_lit,DE07,2012,-0.00094102,-0.00118282
microhab_phy,DE07,2012,0.001554471,0.001712744
microhab_pom,DE07,2012,0.000473525,-0.001094595
microhab_oth,DE07,2012,0,0.00086027
tachtemp_psy,DE07,2012,-0.000277211,-0.001134367
tachtemp_the,DE07,2012,0.000703742,0.000805809
tachtemp_eut,DE07,2012,0.000516055,-0.000374495
tachsap_x,DE07,2012,-0.000266975,0.000316169
tachsap_o,DE07,2012,-0.000782755,-0.000623063
tachsap_b,DE07,2012,-0.000235071,-0.000330527
tachsap_a,DE07,2012,0.000533878,-0.00025624
tachsap_p,DE07,2012,0.0001064,0.000281993
microhab_arg,DE07,2013,-0.000251291,-1.07E-05
microhab_pel,DE07,2013,0.004783539,0
microhab_psa,DE07,2013,-0.000835024,-0.000376461
microhab_aka,DE07,2013,0.000489555,-0.002628232
microhab_lit,DE07,2013,-0.000609163,-0.00185178
microhab_phy,DE07,2013,0.000540117,0.001758532
microhab_pom,DE07,2013,-0.000221457,0.000469491
microhab_oth,DE07,2013,-0.000833137,0.001319748
tachtemp_psy,DE07,2013,6.37E-05,0.000657161
tachtemp_the,DE07,2013,-0.001057469,0.000793423
tachtemp_eut,DE07,2013,0.000324291,-0.001025262
tachsap_x,DE07,2013,-0.000479772,-0.000897046
tachsap_o,DE07,2013,-0.002320989,2.76E-05
tachsap_b,DE07,2013,-0.000214582,0.002249142
tachsap_a,DE07,2013,0.000887823,1.36E-05
tachsap_p,DE07,2013,-2.43E-05,-0.000138339
microhab_arg,DE07,2014,-3.13E-06,4.85E-05
microhab_pel,DE07,2014,0.001175041,0.000411769
microhab_psa,DE07,2014,0.000917219,-0.000695539
microhab_aka,DE07,2014,-0.003349326,0.003056102
microhab_lit,DE07,2014,0.00022984,0.010125291
microhab_phy,DE07,2014,-0.00048478,-0.001395208
microhab_pom,DE07,2014,-0.000429538,-0.000852544
microhab_oth,DE07,2014,0.000801246,0.000373944
tachtemp_psy,DE07,2014,0.000911994,-0.001207534
tachtemp_the,DE07,2014,0.00071941,0.000295467
tachtemp_eut,DE07,2014,0.000581334,0.000254978
tachsap_x,DE07,2014,0.000585033,0.000381465
tachsap_o,DE07,2014,0.000571425,0.002728204
tachsap_b,DE07,2014,0.0008568,8.20E-05
tachsap_a,DE07,2014,0.001011457,-0.001021413
tachsap_p,DE07,2014,-0.000105961,9.51E-05
microhab_arg,DE07,2015,-2.58E-05,2.31E-05
microhab_pel,DE07,2015,0.001007549,-0.001151314
microhab_psa,DE07,2015,0.000179042,0.000552593
microhab_aka,DE07,2015,-0.003870211,0.001322537
microhab_lit,DE07,2015,-0.008429913,0.002732306
microhab_phy,DE07,2015,0.00215671,-0.002456558
microhab_pom,DE07,2015,0.000342056,-0.000323556
microhab_oth,DE07,2015,-0.001887274,-0.000650866
tachtemp_psy,DE07,2015,0.002992942,-0.00019115
tachtemp_the,DE07,2015,-0.002560982,1.79E-05
tachtemp_eut,DE07,2015,0.000169334,-0.00058045
tachsap_x,DE07,2015,0.001112407,-0.000881978
tachsap_o,DE07,2015,-0.002549984,0.002430135
tachsap_b,DE07,2015,-0.00162191,-0.000124722
tachsap_a,DE07,2015,0.001077454,-0.00123514
tachsap_p,DE07,2015,-0.00039925,0.000371851
microhab_arg,DE07,2016,-1.82E-05,5.92E-06
microhab_pel,DE07,2016,0.002267465,-0.001358688
microhab_psa,DE07,2016,0.000997857,-0.000637616
