basin,year,biotrait,subtractive,additive
BE05,2003,tachsize_1to2,5.15E-06,0
BE05,2003,tachsize_2to4,-0.000202223,-8.15E-06
BE05,2003,tachsize_4to8,0.000158271,2.63E-05
BE05,2003,tachsize_gr8,-0.000396755,-4.81E-06
BE05,2003,tachdisp_aquapass,0.0006832,0.001276447
BE05,2003,tachdisp_aquaact,-0.000463766,-0.000187911
BE05,2003,tachdisp_aerpass,-0.000112651,6.24E-05
BE05,2003,tachdisp_aeract,-6.74E-05,-0.001130276
BE05,2003,tachrepcyc_less1,-8.19E-05,-0.000343355
BE05,2003,tachrepcyc_one,-0.002188717,0.000581137
BE05,2003,tachrepcyc_gr1,0.000285768,0.000129999
BE05,2003,feeding_gra,-0.000258509,0.000636997
BE05,2003,feeding_min,3.92E-05,-8.35E-05
BE05,2003,feeding_xyl,-1.95E-05,3.07E-06
BE05,2003,feeding_shr,0.000187977,-0.000368322
BE05,2003,feeding_gat,-0.001022737,0.001949697
BE05,2003,feeding_aff,0.000135383,0.000439751
BE05,2003,feeding_pff,-0.000399561,-0.000182317
BE05,2003,feeding_pre,0.000277401,-4.91E-05
BE05,2003,feeding_par,0.000170754,0.000302205
BE05,2003,feeding_oth,0.000121229,0.000546378
BE05,2003,tachresist_egg,-0.000323707,0.001213133
BE05,2003,tachresist_coc,-4.90E-05,0
BE05,2003,tachresist_hou,-0.000446569,0.000222907
BE05,2003,tachresist_did,0.00011519,0.000606219
BE05,2003,tachresist_non,0,-0.003450678
BE05,2003,tachaqua_egg,0.000963674,-0.000148235
BE05,2003,tachaqua_larva,0.000168495,0.000337609
BE05,2003,tachaqua_nymph,0,-0.000193642
BE05,2003,tachaqua_adult,-0.000313787,-0.000364237
BE05,2004,tachsize_less0.25,0.000133124,0.000264438
BE05,2004,tachsize_0.25to0.5,0.001457269,0.001483935
BE05,2004,tachsize_0.5to1,0.001409186,0.000305745
BE05,2004,tachsize_1to2,-0.00065936,0.002500845
BE05,2004,tachsize_2to4,0.001417044,0
BE05,2004,tachsize_4to8,-0.000146145,-8.55E-05
BE05,2004,tachsize_gr8,-1.39E-05,0.000188601
BE05,2004,tachdisp_aquapass,-0.000471863,-8.37E-05
BE05,2004,tachdisp_aquaact,0.000503284,0.000327588
BE05,2004,tachdisp_aerpass,0.000482896,-0.000103701
BE05,2004,tachdisp_aeract,0.000522448,0.002139173
BE05,2004,tachrepcyc_less1,0.000516556,0.000823928
BE05,2004,tachrepcyc_one,0.001079213,-0.000656739
BE05,2004,tachrepcyc_gr1,-0.000387481,-0.000407927
BE05,2004,feeding_gra,-0.000268601,0.000661526
BE05,2004,feeding_min,-4.41E-05,-3.37E-05
BE05,2004,feeding_xyl,-1.13E-06,6.46E-06
BE05,2004,feeding_shr,5.43E-05,-0.000129534
BE05,2004,feeding_gat,-0.0008925,0.000100431
BE05,2004,feeding_aff,-0.000139338,0.000934091
BE05,2004,feeding_pff,-0.000211048,-2.27E-05
BE05,2004,feeding_pre,0.001560743,0.00345772
BE05,2004,feeding_par,-0.000331883,0.000280832
BE05,2004,feeding_oth,-0.000685166,-0.00010499
BE05,2004,tachresist_egg,-0.001180906,0.000863498
BE05,2004,tachresist_coc,-0.000103217,-0.000186387
BE05,2004,tachresist_hou,-0.000255878,5.12E-05
BE05,2004,tachresist_did,-3.67E-05,0.002633443
BE05,2004,tachresist_non,0.001368509,0.002996133
BE05,2004,tachaqua_egg,8.49E-05,-0.00011732
BE05,2004,tachaqua_larva,-0.000471232,0.000187712
BE05,2004,tachaqua_nymph,-7.30E-05,0.000354053
BE05,2004,tachaqua_adult,0.000407582,0.001117521
BE05,2005,tachsize_less0.25,-0.000246585,-0.00012515
BE05,2005,tachsize_0.25to0.5,-0.001373542,-0.001425769
BE05,2005,tachsize_0.5to1,-0.001255968,-0.001986934
BE05,2005,tachsize_1to2,-0.001678051,-0.001544767
BE05,2005,tachsize_2to4,-0.001433167,-0.000318928
BE05,2005,tachsize_4to8,-7.81E-05,-0.000138085
BE05,2005,tachsize_gr8,-0.000170651,0.000335615
BE05,2005,tachdisp_aquapass,0.000691711,0.000895399
BE05,2005,tachdisp_aquaact,0.000291196,-0.001264509
BE05,2005,tachdisp_aerpass,3.48E-05,-0.000530326
BE05,2005,tachdisp_aeract,-0.000212072,-0.001247009
BE05,2005,tachrepcyc_less1,-0.000988057,-0.000329328
BE05,2005,tachrepcyc_one,-0.000910951,0.001742765
BE05,2005,tachrepcyc_gr1,0.000743545,-0.000640409
BE05,2005,feeding_gra,-9.47E-05,-0.000300406
BE05,2005,feeding_min,1.55E-05,0.000135467
BE05,2005,feeding_xyl,-7.72E-06,6.47E-06
BE05,2005,feeding_shr,0.000647222,-1.20E-05
BE05,2005,feeding_gat,-0.000777348,0.001690375
BE05,2005,feeding_aff,-0.000578366,-0.000777205
BE05,2005,feeding_pff,9.24E-05,0.000489929
BE05,2005,feeding_pre,-0.003163175,-0.001210111
BE05,2005,feeding_par,-0.000220702,-6.72E-05
BE05,2005,feeding_oth,-8.35E-06,0.000422471
BE05,2005,tachresist_egg,-0.00019903,-0.000937868
BE05,2005,tachresist_coc,-0.000409626,-0.000506494
BE05,2005,tachresist_hou,-0.000105779,0.000455221
BE05,2005,tachresist_did,-0.002981423,-0.000637714
BE05,2005,tachresist_non,0.000303907,-0.001052789
BE05,2005,tachaqua_egg,0.000334799,-0.000256038
BE05,2005,tachaqua_larva,-6.06E-05,-0.000366469
BE05,2005,tachaqua_nymph,-0.000565931,-8.66E-05
BE05,2005,tachaqua_adult,-0.001091517,-0.000462596
BE05,2006,tachsize_less0.25,-0.000256223,-2.22E-05
BE05,2006,tachsize_0.25to0.5,0.001488689,0.000196087
BE05,2006,tachsize_0.5to1,0.003353949,0
BE05,2006,tachsize_1to2,0.000206123,-0.00022779
BE05,2006,tachsize_2to4,0.000744715,0.000907334
BE05,2006,tachsize_4to8,-9.33E-06,0.000921548
BE05,2006,tachsize_gr8,0,-0.000148665
BE05,2006,tachdisp_aquapass,0.000175165,-0.000538241
BE05,2006,tachdisp_aquaact,0.001039835,-0.000452672
BE05,2006,tachdisp_aerpass,0.000215796,-3.83E-05
BE05,2006,tachdisp_aeract,0.000975984,0
BE05,2006,tachrepcyc_less1,0.000225653,0.00067986
BE05,2006,tachrepcyc_one,-4.56E-05,-0.00019697
BE05,2006,tachrepcyc_gr1,0.000993647,0.000896757
BE05,2006,feeding_gra,0.000290897,0
BE05,2006,feeding_min,-9.94E-05,-1.06E-05
BE05,2006,feeding_xyl,-5.81E-06,-4.29E-07
BE05,2006,feeding_shr,0,0.000280398
BE05,2006,feeding_gat,-0.001395939,0.000335467
BE05,2006,feeding_aff,0.000462597,0.000351693
BE05,2006,feeding_pff,0.000187452,0
BE05,2006,feeding_pre,0.000421882,0.00155263
BE05,2006,feeding_par,0.000187623,0.000693701
BE05,2006,feeding_oth,0.000533905,0.000847314
BE05,2006,tachresist_egg,-0.000250114,0.000212249
BE05,2006,tachresist_coc,0.000617716,0.004851426
BE05,2006,tachresist_hou,-0.00015978,0
BE05,2006,tachresist_did,0.000466505,0.001366206
BE05,2006,tachresist_non,0.001587994,-0.000496808
BE05,2006,tachaqua_egg,-0.000680486,0.00067219
BE05,2006,tachaqua_larva,0.0002034,-0.000123696
BE05,2006,tachaqua_nymph,0.001006993,-8.51E-05
BE05,2006,tachaqua_adult,1.37E-05,-2.19E-05
CR01,2014,tachsize_less0.25,-0.000216873,9.59E-05
CR01,2014,tachsize_0.25to0.5,-7.00E-05,-8.00E-05
CR01,2014,tachsize_0.5to1,8.57E-05,0.000333941
CR01,2014,tachsize_1to2,-0.000539664,-0.000531277
CR01,2014,tachsize_2to4,-0.00024884,0.00019266
CR01,2014,tachsize_4to8,-1.02E-05,2.26E-05
CR01,2014,tachsize_gr8,-0.000125022,0.000115906
CR01,2014,tachdisp_aquapass,-0.001042752,9.66E-05
CR01,2014,tachdisp_aquaact,-0.000211289,0.000654046
CR01,2014,tachdisp_aerpass,0.000472378,-9.25E-05
CR01,2014,tachdisp_aeract,-0.000189099,0.000583428
CR01,2014,tachrepcyc_less1,-3.12E-05,0.000110347
CR01,2014,tachrepcyc_one,-0.000740997,0.001860159
CR01,2014,tachrepcyc_gr1,-0.000290118,0.000256965
CR01,2014,feeding_gra,0.000280499,0.000259333
CR01,2014,feeding_min,0.000145889,-4.72E-05
CR01,2014,feeding_xyl,-0.000147909,0
CR01,2014,feeding_shr,-0.000695492,0.000233404
CR01,2014,feeding_gat,-0.000688967,0.000942162
CR01,2014,feeding_aff,0.000152478,0.001140056
CR01,2014,feeding_pff,3.32E-06,0.000191484
CR01,2014,feeding_pre,0.000185991,-0.000119686
CR01,2014,feeding_par,0.000155782,8.32E-05
CR01,2014,feeding_oth,1.49E-05,-3.47E-06
CR01,2014,tachresist_egg,-0.000140945,0.000256871
CR01,2014,tachresist_coc,-0.001807195,0.0014646
CR01,2014,tachresist_hou,-1.98E-05,-5.06E-06
CR01,2014,tachresist_did,0.000245515,-0.00012589
CR01,2014,tachresist_non,0.0002766,-0.00056791
CR01,2014,tachaqua_egg,-3.81E-05,0.000273014
CR01,2014,tachaqua_larva,0.000347619,-0.000231117
CR01,2014,tachaqua_nymph,0.000232567,0.000129481
CR01,2014,tachaqua_adult,-0.000263816,-9.18E-05
CR01,2015,tachsize_less0.25,-6.37E-05,-3.61E-05
CR01,2015,tachsize_0.25to0.5,4.58E-05,0.000226945
CR01,2015,tachsize_0.5to1,-0.000144014,-0.000139616
CR01,2015,tachsize_1to2,-0.000878633,-0.000208385
CR01,2015,tachsize_2to4,-0.00040085,1.96E-05
CR01,2015,tachsize_4to8,-8.30E-05,-2.64E-05
CR01,2015,tachsize_gr8,-4.35E-05,-2.82E-05
CR01,2015,tachdisp_aquapass,0.000237536,-0.000487445
CR01,2015,tachdisp_aquaact,-0.000124993,-9.46E-05
CR01,2015,tachdisp_aerpass,0.000168408,-0.00064525
CR01,2015,tachdisp_aeract,-0.000110983,1.93E-06
CR01,2015,tachrepcyc_less1,-7.59E-06,-3.43E-05
CR01,2015,tachrepcyc_one,0.000120657,-6.65E-05
CR01,2015,tachrepcyc_gr1,-0.000816137,-0.000232239
CR01,2015,feeding_gra,-2.90E-05,5.17E-05
CR01,2015,feeding_min,-6.62E-05,-0.00016333
CR01,2015,feeding_xyl,0,0
CR01,2015,feeding_shr,4.32E-06,-2.34E-05
CR01,2015,feeding_gat,-0.000221908,-0.000249857
CR01,2015,feeding_aff,-0.000123839,0.001458435
CR01,2015,feeding_pff,5.21E-06,5.26E-06
CR01,2015,feeding_pre,-0.00076454,0.000564608
CR01,2015,feeding_par,-9.84E-05,-0.000148505
CR01,2015,feeding_oth,-2.57E-06,-3.51E-06
CR01,2015,tachresist_egg,-0.000816955,0.000283665
CR01,2015,tachresist_coc,-0.000558094,-0.000499894
CR01,2015,tachresist_hou,-5.15E-06,2.69E-06
CR01,2015,tachresist_did,-0.000634731,-8.42E-05
CR01,2015,tachresist_non,0.00056605,-0.000761188
CR01,2015,tachaqua_egg,0.000463199,-0.00040053
CR01,2015,tachaqua_larva,6.55E-05,-0.000503761
CR01,2015,tachaqua_nymph,0.000321877,-0.000948204
CR01,2015,tachaqua_adult,0.000378782,-0.000182826
CR01,2016,tachsize_less0.25,4.68E-05,-5.98E-05
CR01,2016,tachsize_0.25to0.5,-0.000100304,0.00139144
CR01,2016,tachsize_0.5to1,-0.000270102,-0.000673494
CR01,2016,tachsize_1to2,0.000175904,8.29E-05
CR01,2016,tachsize_2to4,1.13E-05,8.51E-05
CR01,2016,tachsize_4to8,-0.000127908,-4.75E-05
CR01,2016,tachsize_gr8,-5.01E-05,-2.54E-05
CR01,2016,tachdisp_aquapass,0.000979335,-0.000437213
CR01,2016,tachdisp_aquaact,6.49E-05,0.000250148
CR01,2016,tachdisp_aerpass,4.64E-05,-0.000638989
CR01,2016,tachdisp_aeract,-8.04E-05,-8.46E-06
CR01,2016,tachrepcyc_less1,-5.43E-05,-8.64E-05
CR01,2016,tachrepcyc_one,-0.000136974,-0.000397466
CR01,2016,tachrepcyc_gr1,0.000279473,0.000190839
CR01,2016,feeding_gra,-8.47E-05,-0.000298846
CR01,2016,feeding_min,0.000116585,-0.000100879
CR01,2016,feeding_xyl,0,8.86E-05
CR01,2016,feeding_shr,-5.73E-05,0.000248272
CR01,2016,feeding_gat,6.81E-05,-0.000126793
CR01,2016,feeding_aff,-0.000754574,-0.000289626
CR01,2016,feeding_pff,-5.12E-05,5.81E-05
CR01,2016,feeding_pre,-0.000360761,-0.000242441
CR01,2016,feeding_par,0.000125393,-0.000136115
CR01,2016,feeding_oth,3.85E-06,0.000689706
CR01,2016,tachresist_egg,-0.000107507,-0.000117879
CR01,2016,tachresist_coc,-0.000676014,-0.000359944
CR01,2016,tachresist_hou,-3.34E-06,4.63E-05
CR01,2016,tachresist_did,4.13E-05,0.003010372
CR01,2016,tachresist_non,0.00075721,-0.001184552
CR01,2016,tachaqua_egg,0.000673601,0.00017496
CR01,2016,tachaqua_larva,0.000544952,-0.000239511
CR01,2016,tachaqua_nymph,0.000275516,-0.000890102
CR01,2016,tachaqua_adult,0.000499391,0.000408723
CR01,2017,tachsize_less0.25,-6.70E-05,0.000126456
CR01,2017,tachsize_0.25to0.5,-0.000883257,-0.000168793
CR01,2017,tachsize_0.5to1,0.000161184,0.002695182
CR01,2017,tachsize_1to2,0.000340559,-0.000248164
CR01,2017,tachsize_2to4,-0.000271125,-2.70E-05
CR01,2017,tachsize_4to8,-6.23E-06,0.000216194
CR01,2017,tachsize_gr8,-8.90E-06,0.000137173
CR01,2017,tachdisp_aquapass,-0.001217283,0.00092066
CR01,2017,tachdisp_aquaact,-0.000215295,8.24E-05
CR01,2017,tachdisp_aerpass,0.000545871,-0.000164225
CR01,2017,tachdisp_aeract,7.13E-05,0.000220867
CR01,2017,tachrepcyc_less1,2.59E-05,-8.41E-05
CR01,2017,tachrepcyc_one,0.000472899,-0.000241058
CR01,2017,tachrepcyc_gr1,0.000529175,9.50E-05
CR01,2017,feeding_gra,0.000188002,0.000708413
CR01,2017,feeding_min,4.92E-05,2.02E-05
CR01,2017,feeding_xyl,-4.18E-05,-3.81E-06
CR01,2017,feeding_shr,-0.000215361,0.000148743
CR01,2017,feeding_gat,0.000197796,0.000389484
CR01,2017,feeding_aff,0.000261385,-0.000143151
CR01,2017,feeding_pff,-6.14E-05,4.18E-05
CR01,2017,feeding_pre,0.000249209,1.80E-05
CR01,2017,feeding_par,7.76E-05,2.81E-05
CR01,2017,feeding_oth,-0.000431348,-8.53E-06
CR01,2017,tachresist_egg,0.000186789,0.001964286
CR01,2017,tachresist_coc,-0.000303611,0.001999584
CR01,2017,tachresist_hou,-4.50E-05,2.39E-05
CR01,2017,tachresist_did,-0.002582738,-7.82E-05
CR01,2017,tachresist_non,0.000732262,-0.000330196
CR01,2017,tachaqua_egg,-0.000243561,0.000240116
CR01,2017,tachaqua_larva,0.000132016,-0.000143341
CR01,2017,tachaqua_nymph,0.000674379,-1.91E-05
CR01,2017,tachaqua_adult,-0.000168233,-0.00049357
CR01,2018,tachsize_less0.25,3.05E-06,0.000177915
CR01,2018,tachsize_0.25to0.5,-0.00037038,-8.51E-05
CR01,2018,tachsize_0.5to1,-0.001308782,0.000794017
CR01,2018,tachsize_1to2,0.000407449,-5.75E-05
CR01,2018,tachsize_2to4,1.51E-05,0.001999708
CR01,2018,tachsize_4to8,1.44E-05,0.00022485
CR01,2018,tachsize_gr8,4.86E-06,0.000133853
CR01,2018,tachdisp_aquapass,0.00052288,0.001184008
CR01,2018,tachdisp_aquaact,-0.000218886,0.000372205
CR01,2018,tachdisp_aerpass,0.000539673,-0.000351954
CR01,2018,tachdisp_aeract,-1.11E-05,0.000497522
CR01,2018,tachrepcyc_less1,2.46E-05,0.00060786
CR01,2018,tachrepcyc_one,0.00085476,0.000961277
CR01,2018,tachrepcyc_gr1,0.001512046,0.000332446
CR01,2018,feeding_gra,-0.000543518,0.000128717
CR01,2018,feeding_min,2.07E-05,0.000123977
CR01,2018,feeding_xyl,-1.73E-05,0
CR01,2018,feeding_shr,-4.49E-05,0.000479014
CR01,2018,feeding_gat,-0.000124758,0.001297307
CR01,2018,feeding_aff,0.000420496,0.000118795
CR01,2018,feeding_pff,-1.27E-06,-1.23E-05
CR01,2018,feeding_pre,0.000207699,0.001162936
CR01,2018,feeding_par,-3.26E-05,0.000119354
CR01,2018,feeding_oth,-0.000319902,3.65E-05
CR01,2018,tachresist_egg,-0.002486559,0.000832959
CR01,2018,tachresist_coc,0.00010624,0.001773632
CR01,2018,tachresist_hou,-2.82E-05,3.46E-05
CR01,2018,tachresist_did,0.000142297,0.000951337
CR01,2018,tachresist_non,0.000570832,-0.000936327
CR01,2018,tachaqua_egg,-0.000194981,-0.000967359
CR01,2018,tachaqua_larva,0.00040179,-0.000468736
CR01,2018,tachaqua_nymph,-0.000322671,-3.88E-05
CR01,2018,tachaqua_adult,0.000395052,-0.00024829
CR01,2019,tachsize_less0.25,-0.000231399,0.000183129
CR01,2019,tachsize_0.25to0.5,0.000122356,-0.000128312
CR01,2019,tachsize_0.5to1,-0.000622398,-0.001025668
CR01,2019,tachsize_1to2,0.000700276,5.80E-05
CR01,2019,tachsize_2to4,-0.001398894,-0.000257793
CR01,2019,tachsize_4to8,-0.000197859,0.000119171
CR01,2019,tachsize_gr8,-0.00017238,0.000145566
CR01,2019,tachdisp_aquapass,-0.001207266,0.000876015
CR01,2019,tachdisp_aquaact,-4.25E-05,-0.000127677
CR01,2019,tachdisp_aerpass,0.000796669,-0.000437084
CR01,2019,tachdisp_aeract,-0.000143988,0.00027763
CR01,2019,tachrepcyc_less1,-0.000356941,-8.62E-05
CR01,2019,tachrepcyc_one,0.000401815,0.000468733
CR01,2019,tachrepcyc_gr1,-0.000362756,8.15E-05
CR01,2019,feeding_gra,2.97E-05,-9.50E-05
CR01,2019,feeding_min,8.35E-05,-0.00010538
CR01,2019,feeding_xyl,-1.18E-05,2.30E-05
CR01,2019,feeding_shr,7.80E-05,5.98E-05
CR01,2019,feeding_gat,-0.001091777,0.000754856
CR01,2019,feeding_aff,0.000407899,0.003643866
CR01,2019,feeding_pff,1.10E-05,-2.58E-06
CR01,2019,feeding_pre,-0.000979431,-0.000245302
CR01,2019,feeding_par,9.65E-05,-0.000152906
CR01,2019,feeding_oth,-1.43E-06,2.16E-06
CR01,2019,tachresist_egg,-0.00084723,0.000513417
CR01,2019,tachresist_coc,-0.00227223,0.001645941
CR01,2019,tachresist_hou,-2.63E-05,2.36E-05
CR01,2019,tachresist_did,-0.000912708,9.38E-05
CR01,2019,tachresist_non,0.00152885,-0.000972126
CR01,2019,tachaqua_egg,0.000207411,-0.000731567
CR01,2019,tachaqua_larva,0.000709713,-0.000559714
CR01,2019,tachaqua_nymph,0.000759233,-0.000245314
CR01,2019,tachaqua_adult,-0.000246739,0.0001683
CR01,2020,tachsize_less0.25,-0.000195273,0.000195977
CR01,2020,tachsize_0.25to0.5,5.78E-05,3.42E-05
CR01,2020,tachsize_0.5to1,0.00040245,-5.55E-05
CR01,2020,tachsize_1to2,0.000538979,-9.53E-05
CR01,2020,tachsize_2to4,0.000133763,-0.000133413
CR01,2020,tachsize_4to8,-0.000115726,-1.94E-07
CR01,2020,tachsize_gr8,-0.000151736,9.82E-05
CR01,2020,tachdisp_aquapass,-0.000693192,0.000794073
CR01,2020,tachdisp_aquaact,1.21E-05,1.18E-05
CR01,2020,tachdisp_aerpass,0.000177917,-0.000817974
CR01,2020,tachdisp_aeract,-0.000479606,0.000314235
CR01,2020,tachrepcyc_less1,-6.55E-05,-4.69E-05
CR01,2020,tachrepcyc_one,0.000584787,-0.000328157
CR01,2020,tachrepcyc_gr1,-0.001328491,-3.66E-05
CR01,2020,feeding_gra,8.62E-05,-0.000157446
CR01,2020,feeding_min,5.73E-05,-0.000188076
CR01,2020,feeding_xyl,-1.12E-05,0.000151475
CR01,2020,feeding_shr,-0.000535076,0.000756671
CR01,2020,feeding_gat,-0.0016048,0.00095051
CR01,2020,feeding_aff,-0.004939775,-0.000161938
CR01,2020,feeding_pff,-4.76E-05,-1.52E-05
CR01,2020,feeding_pre,0.000121365,-0.000239456
CR01,2020,feeding_par,8.73E-05,-0.000227814
CR01,2020,feeding_oth,1.34E-05,3.91E-05
CR01,2020,tachresist_egg,0.000217211,-4.71E-05
CR01,2020,tachresist_coc,-0.001872993,0.001561118
CR01,2020,tachresist_hou,0,2.44E-05
CR01,2020,tachresist_did,0.00024428,-0.000617758
CR01,2020,tachresist_non,0.001185707,-0.001540631
CR01,2020,tachaqua_egg,0.000451342,-0.000425015
CR01,2020,tachaqua_larva,0.000493803,-0.000631756
CR01,2020,tachaqua_nymph,0.000494902,-0.0011083
CR01,2020,tachaqua_adult,-0.000108384,0.000149644
CR01,2021,tachsize_less0.25,-0.000216873,9.59E-05
CR01,2021,tachsize_0.25to0.5,-7.00E-05,-8.00E-05
CR01,2021,tachsize_0.5to1,8.57E-05,0.000333941
CR01,2021,tachsize_1to2,-0.000539664,-0.000531277
CR01,2021,tachsize_2to4,-0.00024884,0.00019266
CR01,2021,tachsize_4to8,-1.02E-05,2.26E-05
CR01,2021,tachsize_gr8,-0.000125022,0.000115906
CR01,2021,tachdisp_aquapass,-0.001042752,9.66E-05
CR01,2021,tachdisp_aquaact,-0.000211289,0.000654046
CR01,2021,tachdisp_aerpass,0.000472378,-9.25E-05
CR01,2021,tachdisp_aeract,-0.000189099,0.000583428
CR01,2021,tachrepcyc_less1,-3.12E-05,0.000110347
CR01,2021,tachrepcyc_one,-0.000740997,0.001860159
CR01,2021,tachrepcyc_gr1,-0.000290118,0.000256965
CR01,2021,feeding_gra,0.000280499,0.000259333
CR01,2021,feeding_min,0.000145889,-4.72E-05
CR01,2021,feeding_xyl,-0.000147909,0
CR01,2021,feeding_shr,-0.000695492,0.000233404
CR01,2021,feeding_gat,-0.000688967,0.000942162
CR01,2021,feeding_aff,0.000152478,0.001140056
CR01,2021,feeding_pff,3.32E-06,0.000191484
CR01,2021,feeding_pre,0.000185991,-0.000119686
CR01,2021,feeding_par,0.000155782,8.32E-05
CR01,2021,feeding_oth,1.49E-05,-3.47E-06
CR01,2021,tachresist_egg,-0.000140945,0.000256871
CR01,2021,tachresist_coc,-0.001807195,0.0014646
CR01,2021,tachresist_hou,-1.98E-05,-5.06E-06
CR01,2021,tachresist_did,0.000245515,-0.00012589
CR01,2021,tachresist_non,0.0002766,-0.00056791
CR01,2021,tachaqua_egg,-3.81E-05,0.000273014
CR01,2021,tachaqua_larva,0.000347619,-0.000231117
CR01,2021,tachaqua_nymph,0.000232567,0.000129481
CR01,2021,tachaqua_adult,-0.000263816,-9.18E-05
CR02,2013,tachsize_less0.25,-0.000168307,0.000316014
CR02,2013,tachsize_0.25to0.5,0.000189616,-7.51E-05
CR02,2013,tachsize_0.5to1,0.002337945,-2.52E-05
CR02,2013,tachsize_1to2,0.000253616,0.000571587
CR02,2013,tachsize_2to4,6.63E-05,0.00565942
CR02,2013,tachsize_4to8,-0.000325611,0.000332323
CR02,2013,tachsize_gr8,-0.000205879,0.000212545
CR02,2013,tachdisp_aquapass,2.09E-05,-0.00083173
CR02,2013,tachdisp_aquaact,8.74E-05,0.000698164
CR02,2013,tachdisp_aerpass,0.001872332,-9.18E-07
CR02,2013,tachdisp_aeract,0.002571047,0
CR02,2013,tachrepcyc_less1,-6.10E-05,0.001560856
CR02,2013,tachrepcyc_one,0.00234616,0.00064524
CR02,2013,tachrepcyc_gr1,-0.001886302,0.002041402
CR02,2013,feeding_gra,0.0003155,5.37E-05
CR02,2013,feeding_min,0.000518138,5.42E-05
CR02,2013,feeding_xyl,0,0
CR02,2013,feeding_shr,5.80E-05,0.002452607
CR02,2013,feeding_gat,-0.001419805,0.001142818
CR02,2013,feeding_aff,0.000359085,-0.000187539
CR02,2013,feeding_pff,1.71E-05,7.18E-05
CR02,2013,feeding_pre,-0.00012337,-4.32E-05
CR02,2013,feeding_par,0.000444439,0
CR02,2013,feeding_oth,1.47E-05,0.000340902
CR02,2013,tachresist_egg,-0.000198692,0.001379651
CR02,2013,tachresist_coc,-0.003086926,0.002913228
CR02,2013,tachresist_hou,0,0
CR02,2013,tachresist_did,0.0007729,-5.05E-05
CR02,2013,tachresist_non,0.001884976,-0.000230992
CR02,2013,tachaqua_egg,2.63E-05,0.000599071
CR02,2013,tachaqua_larva,0.000545305,-1.47E-05
CR02,2013,tachaqua_nymph,0.005825928,7.93E-05
CR02,2013,tachaqua_adult,5.73E-05,-0.001063435
CR02,2014,tachsize_less0.25,0.000128147,0.000230051
CR02,2014,tachsize_0.25to0.5,0.000320053,3.57E-05
CR02,2014,tachsize_0.5to1,0.00015243,9.53E-05
CR02,2014,tachsize_1to2,0.00028936,0.002221653
CR02,2014,tachsize_2to4,1.63E-05,-0.000196945
CR02,2014,tachsize_4to8,-0.000122742,0.000312386
CR02,2014,tachsize_gr8,-7.90E-05,0.000223517
CR02,2014,tachdisp_aquapass,-0.000552701,0.000959605
CR02,2014,tachdisp_aquaact,-0.000408898,-6.71E-05
CR02,2014,tachdisp_aerpass,0.00035755,-0.000374026
CR02,2014,tachdisp_aeract,-0.000593832,0.000742776
CR02,2014,tachrepcyc_less1,-0.00027673,1.07E-06
CR02,2014,tachrepcyc_one,-0.00140789,0.000626669
CR02,2014,tachrepcyc_gr1,0.001843091,-0.000987755
CR02,2014,feeding_gra,0.000283009,-6.89E-05
CR02,2014,feeding_min,-0.001336052,-0.0002194
CR02,2014,feeding_xyl,0,3.24E-06
CR02,2014,feeding_shr,-0.000584571,-1.02E-05
CR02,2014,feeding_gat,0.001646354,-0.000489336
CR02,2014,feeding_aff,-0.001057616,0.000150216
CR02,2014,feeding_pff,4.67E-05,0.000228102
CR02,2014,feeding_pre,-0.000556657,0.000466489
CR02,2014,feeding_par,-0.000280024,-2.11E-05
CR02,2014,feeding_oth,-0.000117369,5.86E-05
CR02,2014,tachresist_egg,0.000768056,0.000601546
CR02,2014,tachresist_coc,-0.001386664,0.003146002
CR02,2014,tachresist_hou,0,3.54E-07
CR02,2014,tachresist_did,-0.003871951,-0.000588957
CR02,2014,tachresist_non,0.000513578,0.001145598
CR02,2014,tachaqua_egg,0.001136976,-0.000378463
CR02,2014,tachaqua_larva,9.47E-05,-8.57E-05
CR02,2014,tachaqua_nymph,0.000687315,0.000390643
CR02,2014,tachaqua_adult,-0.000179902,0.001643747
CR02,2015,tachsize_less0.25,2.42E-05,-8.17E-06
CR02,2015,tachsize_0.25to0.5,-0.000506624,-0.000227685
CR02,2015,tachsize_0.5to1,0.00064517,0.000423572
CR02,2015,tachsize_1to2,-0.002037003,-0.000202448
CR02,2015,tachsize_2to4,8.06E-05,0.003234717
CR02,2015,tachsize_4to8,1.84E-05,9.92E-06
CR02,2015,tachsize_gr8,0,4.79E-06
CR02,2015,tachdisp_aquapass,0.000140307,6.68E-05
CR02,2015,tachdisp_aquaact,-4.73E-05,-0.000109732
CR02,2015,tachdisp_aerpass,0.000949967,0
CR02,2015,tachdisp_aeract,0.000703215,0.000315837
CR02,2015,tachrepcyc_less1,3.24E-05,0.000723527
CR02,2015,tachrepcyc_one,0.000753929,0.001159629
CR02,2015,tachrepcyc_gr1,0.000609864,0.000495806
CR02,2015,feeding_gra,0.000467723,0
CR02,2015,feeding_min,0.000154859,0
CR02,2015,feeding_xyl,0,-1.59E-07
CR02,2015,feeding_shr,4.13E-05,0.000907553
CR02,2015,feeding_gat,0.000546188,0.001599031
CR02,2015,feeding_aff,0.000341103,-9.57E-06
CR02,2015,feeding_pff,-0.000391965,-0.000145262
CR02,2015,feeding_pre,-0.000190847,0.00036619
CR02,2015,feeding_par,0.00027532,0
