basin,site,year,tax.richness,bio.richness,eco.richness
DE07,107000094,2007,29,0.380914574,0.671590653
DE07,107000094,2008,29,0.379025008,0.653476232
DE07,107000094,2009,25,0.349859095,0.37750865
DE07,107000094,2010,18,0.511767785,0.239460653
DE07,107000094,2011,24,0.378298288,0.520341166
DE07,107000094,2012,21,0.266861252,0.46433446
DE07,107000094,2013,27,0.368287638,0.428350375
DE07,107000094,2014,23,0.292074773,0.412186495
DE07,107000094,2015,23,0.308917746,0.443941011
DE07,107000094,2016,26,0.41322398,0.484677565
DE07,107000094,2018,19,0.226367563,0.407649021
DE07,107000096,2003,38,0.431058872,0.432800386
DE07,107000096,2004,32,0.360666451,0.379671907
DE07,107000096,2005,43,0.494495488,0.519452282
DE07,107000096,2006,35,0.425843705,0.507052528
DE07,107000096,2007,20,0.236115197,0.41967318
DE07,107000096,2008,30,0.422951637,0.476702723
DE07,107000096,2009,28,0.401118481,0.456784559
DE07,107000096,2010,25,0.517558264,0.293085304
DE07,107000096,2011,22,0.30510561,0.393623305
DE07,107000096,2012,22,0.29995481,0.291457696
DE07,107000096,2013,41,0.520127543,0.499271478
DE07,107000096,2014,30,0.391929149,0.477227094
DE07,107000096,2015,26,0.363114267,0.19629903
DE07,107000096,2016,29,0.357924178,0.417312427
DE07,107000096,2018,15,0.1882147,0.309848357
DE07,107000097,2003,20,0.298625817,0.316172337
DE07,107000097,2004,32,0.528991588,0.386921827
DE07,107000097,2005,35,0.562520889,0.36086403
DE07,107000097,2006,36,0.460434364,0.331158212
DE07,107000097,2007,26,0.242080475,0.414729288
DE07,107000097,2008,25,0.358900035,0.31309577
DE07,107000097,2009,22,0.295732602,0.301733088
DE07,107000097,2010,32,0.349736152,0.392765716
DE07,107000097,2011,21,0.463777003,0.25253757
DE07,107000097,2012,23,0.32567056,0.145259876
DE07,107000097,2013,34,0.544095339,0.472783898
DE07,107000097,2014,30,0.326104507,0.357880892
DE07,107000097,2015,27,0.367496576,0.469291381
DE07,107000097,2016,23,0.361379592,0.284004664
DE07,107000097,2018,25,0.339773132,0.261914
DE07,107000099,2003,12,0.203138118,0.19190181
DE07,107000099,2004,16,0.2067642,0.224437248
DE07,107000099,2005,17,0.278316174,0.334503946
DE07,107000099,2006,14,0.257668635,0.242361828
DE07,107000099,2007,12,0.205716633,0.235684561
DE07,107000099,2008,21,0.36727698,0.435862237
DE07,107000099,2009,12,0.149344675,0.18749753
DE07,107000099,2010,17,0.280173884,0.288350876
DE07,107000099,2011,15,0.295227397,0.29857623
DE07,107000099,2012,14,0.147051226,0.292460436
DE07,107000099,2013,13,0.175158113,0.2640822
DE07,107000099,2014,13,0.166279529,0.20423598
DE07,107000099,2015,16,0.225861075,0.279284374
DE07,107000099,2016,11,0.149132066,0.123943832
DE07,107000099,2018,13,0.126885921,0.25881798
DE07,107000100,2003,12,0.197430315,0.194873324
DE07,107000100,2004,20,0.285510414,0.41016602
DE07,107000100,2005,15,0.250706853,0.308976899
DE07,107000100,2006,17,0.258705928,0.499282143
DE07,107000100,2007,17,0.277586288,0.362381702
DE07,107000100,2008,14,0.201520724,0.279155878
DE07,107000100,2009,18,0.393796602,0.237453734
DE07,107000100,2010,9,0.063686573,0.085148646
DE07,107000100,2011,18,0.27890853,0.412438348
DE07,107000100,2012,15,0.216134047,0.258581149
DE07,107000100,2013,16,0.270913577,0.18756528
DE07,107000100,2014,12,0.119531111,0.098522411
DE07,107000100,2015,16,0.242530179,0.205183966
DE07,107000100,2016,14,0.246556454,0.13825091
DE07,107000100,2018,15,0.301856754,0.297361702
DE08,107000138,1998,21,0.516859264,0.598879425
DE08,107000138,1999,16,0.448511652,0.380716065
DE08,107000138,2000,16,0.329999616,0.508392197
DE08,107000138,2001,20,0.453500765,0.586186927
DE08,107000138,2002,15,0.379516013,0.493152315
DE08,107000138,2003,20,0.50669429,0.626752233
DE08,107000138,2004,27,0.797980114,0.726482692
DE08,107000138,2005,26,0.536272317,0.614023194
DE08,107000138,2006,26,0.669847304,0.671664731
DE08,107000138,2007,14,0.426975238,0.47575101
DE08,107000138,2008,18,0.412096277,0.504547795
DE08,107000138,2009,20,0.421204306,0.59103141
DE08,107000138,2010,22,0.674360415,0.61724953
DE08,107000138,2012,18,0.368249482,0.478621599
DE08,107000138,2013,21,0.416675674,0.600268127
DE08,107000138,2014,17,0.421204306,0.517597748
DE08,107000138,2015,19,0.461778321,0.516113836
DE08,107000139,1998,23,0.636467155,0.645154522
DE08,107000139,1999,26,0.636467155,0.6718341
DE08,107000139,2000,26,0.590299777,0.632472324
DE08,107000139,2001,20,0.540382427,0.572133729
DE08,107000139,2002,26,0.626067439,0.614889314
DE08,107000139,2003,24,0.594068966,0.604103264
DE08,107000139,2004,33,0.678903626,0.667409685
DE08,107000139,2005,29,0.675973886,0.74871705
DE08,107000139,2006,32,0.703324724,0.683542741
DE08,107000139,2007,18,0.544964528,0.595664183
DE08,107000139,2008,30,0.688159605,0.651752279
DE08,107000139,2009,24,0.542334939,0.643399307
DE08,107000139,2010,27,0.600076361,0.654006134
DE08,107000139,2012,22,0.599766115,0.662987838
DE08,107000139,2013,28,0.501792527,0.654279746
DE08,107000139,2014,18,0.429697606,0.534570656
DE08,107000139,2015,20,0.432095156,0.615179841
DE08,107000140,1998,12,0.660796154,0.29224842
DE08,107000140,1999,12,0.470186446,0.371267903
DE08,107000140,2000,8,0.329928241,0.275083031
DE08,107000140,2001,13,0.347660058,0.316225762
DE08,107000140,2002,18,0.696369061,0.41414968
DE08,107000140,2003,19,0.63559522,0.399758915
DE08,107000140,2004,7,0.327839901,0.214821683
DE08,107000140,2005,13,0.4013872,0.34684526
DE08,107000140,2006,20,0.542315971,0.471778352
DE08,107000140,2007,15,0.495452818,0.525113853
DE08,107000140,2008,11,0.446024308,0.240825139
DE08,107000140,2009,7,0.295543443,0.238222568
DE08,107000140,2010,14,0.543940983,0.371021035
DE08,107000140,2012,8,0.213866719,0.296198055
DE08,107000140,2013,7,0.243058771,0.265601796
DE08,107000140,2014,7,0.378727459,0.202601218
DE08,107000140,2015,11,0.418574781,0.381659137
DE08,107000141,1998,18,0.581759581,0.543756303
DE08,107000141,1999,14,0.580495551,0.411279867
DE08,107000141,2000,17,0.483259166,0.636590838
DE08,107000141,2001,13,0.411415465,0.380191434
DE08,107000141,2002,18,0.465731437,0.589758923
DE08,107000141,2003,13,0.424927926,0.552477134
DE08,107000141,2004,30,0.701275235,0.63872031
DE08,107000141,2005,25,0.503307535,0.592550179
DE08,107000141,2006,15,0.434824868,0.524295894
DE08,107000141,2007,15,0.463836808,0.603024327
DE08,107000141,2008,17,0.532217801,0.563961543
DE08,107000141,2009,15,0.406628965,0.471688698
DE08,107000141,2010,16,0.458234008,0.587468295
DE08,107000141,2012,19,0.54212226,0.516851554
DE08,107000141,2013,20,0.493562367,0.630860594
DE08,107000141,2014,23,0.559605751,0.543416256
DE08,107000141,2015,23,0.731317967,0.585925129
DE08,107000142,1998,23,0.508544573,0.572298369
DE08,107000142,1999,19,0.592460381,0.541231508
DE08,107000142,2000,14,0.475398101,0.365706185
DE08,107000142,2001,29,0.630219915,0.613113727
DE08,107000142,2002,25,0.655250294,0.571595948
DE08,107000142,2003,33,0.679319263,0.668417178
DE08,107000142,2004,28,0.694797718,0.600955004
DE08,107000142,2005,30,0.587162087,0.619262645
DE08,107000142,2006,27,0.554801824,0.618883803
DE08,107000142,2007,24,0.548279551,0.511337234
DE08,107000142,2008,25,0.613335767,0.550651842
DE08,107000142,2009,31,0.601521721,0.597351725
DE08,107000142,2010,27,0.627811751,0.537712692
DE08,107000142,2012,28,0.591335807,0.591816366
DE08,107000142,2013,24,0.611737423,0.518411294
DE08,107000142,2014,22,0.576354314,0.536832721
DE08,107000142,2015,25,0.614145586,0.529108758
DE09,107000174,2003,18,0.415623,0.653499806
DE09,107000174,2004,16,0.21227542,0.324863757
DE09,107000174,2005,21,0.560604745,0.682514634
DE09,107000174,2006,18,0.480032382,0.572801301
DE09,107000174,2007,19,0.423656874,0.588707817
DE09,107000174,2008,17,0.44651029,0.344342891
DE09,107000174,2009,22,0.5010615,0.424646658
DE09,107000174,2010,16,0.374376409,0.423855616
DE09,107000174,2012,22,0.387180708,0.689485016
DE09,107000174,2013,13,0.256796985,0.263844784
DE09,107000174,2014,22,0.407643255,0.509292109
DE09,107000174,2015,19,0.335032346,0.314215495
DE09,107000174,2016,25,0.412877155,0.490348024
DE09,107000174,2018,22,0.616202393,0.410774906
DE09,107000175,2003,13,0.621630513,0.501047708
DE09,107000175,2004,29,0.686995606,0.470020758
DE09,107000175,2005,20,0.559525725,0.497786929
DE09,107000175,2006,21,0.615001656,0.444945941
DE09,107000175,2007,38,0.67596578,0.50596267
DE09,107000175,2008,27,0.643468802,0.542714975
DE09,107000175,2009,32,0.57829673,0.453275758
DE09,107000175,2010,20,0.467018525,0.442189182
DE09,107000175,2012,21,0.489468127,0.334682828
DE09,107000175,2013,21,0.31530559,0.367561483
DE09,107000175,2014,17,0.281100387,0.392478245
DE09,107000175,2015,25,0.553041158,0.372160327
DE09,107000175,2016,24,0.364617142,0.417334812
DE09,107000175,2018,16,0.320752696,0.40131945
DE09,107000176,2003,24,0.589660257,0.727943474
DE09,107000176,2004,33,0.530935934,0.552775592
DE09,107000176,2005,24,0.5952222,0.675022683
DE09,107000176,2006,32,0.545193535,0.571336733
DE09,107000176,2007,39,0.751947458,0.758352138
DE09,107000176,2008,25,0.470935382,0.453568125
DE09,107000176,2009,35,0.869934406,0.699325337
DE09,107000176,2010,33,0.741408022,0.584297565
DE09,107000176,2012,26,0.472008128,0.534635985
DE09,107000176,2013,26,0.582183242,0.549249481
DE09,107000176,2014,36,0.64726985,0.659531473
DE09,107000176,2015,34,0.734785614,0.593521828
DE09,107000176,2016,32,0.643838469,0.656601037
DE09,107000176,2018,33,0.709747553,0.691331368
DE09,107000177,2003,16,0.305767264,0.354824246
DE09,107000177,2004,20,0.334759135,0.420041773
DE09,107000177,2005,22,0.384779313,0.406827267
DE09,107000177,2006,26,0.711079893,0.713727874
DE09,107000177,2007,24,0.353720873,0.46831536
DE09,107000177,2008,20,0.361385568,0.421915889
DE09,107000177,2009,24,0.365807421,0.460409354
DE09,107000177,2010,25,0.397842085,0.48684709
DE09,107000177,2012,22,0.590958618,0.373784652
DE09,107000177,2013,20,0.502557066,0.340644275
DE09,107000177,2014,20,0.596263466,0.568201561
DE09,107000177,2015,25,0.662028967,0.502943697
DE09,107000177,2016,20,0.502557066,0.383128289
DE09,107000177,2018,15,0.313056329,0.373304153
DE09,107000178,2003,23,0.570405858,0.472365473
DE09,107000178,2004,24,0.514051666,0.490412622
DE09,107000178,2005,12,0.521891952,0.266334027
DE09,107000178,2006,7,0.399340342,0.153280911
DE09,107000178,2007,22,0.664052461,0.286216446
DE09,107000178,2008,24,0.638969989,0.373141633
DE09,107000178,2009,8,0.295216576,0.165706692
DE09,107000178,2010,20,0.566546676,0.314689064
DE09,107000178,2012,15,0.58493663,0.332457054
DE09,107000178,2013,16,0.518804992,0.492989252
DE09,107000178,2014,17,0.663636358,0.444021348
DE09,107000178,2015,13,0.553787424,0.346584253
DE09,107000178,2016,18,0.595384784,0.465547691
DE09,107000178,2018,7,0.192548198,0.248759471
DE09,107000179,2003,31,0.447923088,0.557114235
DE09,107000179,2004,25,0.564756111,0.477692754
DE09,107000179,2005,18,0.309376648,0.299810107
DE09,107000179,2006,30,0.541876292,0.622664632
DE09,107000179,2007,24,0.487808807,0.352397222
DE09,107000179,2008,28,0.464406567,0.557800854
DE09,107000179,2009,30,0.580821898,0.5179669
DE09,107000179,2010,29,0.374077001,0.631948868
DE09,107000179,2012,31,0.580603174,0.437399922
DE09,107000179,2013,28,0.487808807,0.502978905
DE09,107000179,2014,27,0.658013634,0.553696844
DE09,107000179,2015,24,0.461335883,0.351444346
DE09,107000179,2016,27,0.607585804,0.367723338
DE09,107000179,2018,25,0.701302116,0.545601787
FI01,119000039,2010,39,0.737029728,0.719486309
FI01,119000039,2011,32,0.458688803,0.477499401
FI01,119000039,2012,43,0.761892951,0.846233625
FI01,119000039,2013,32,0.736472395,0.474844243
FI01,119000039,2014,30,0.655523636,0.582444208
FI01,119000039,2015,27,0.585077662,0.494796244
FI01,119000039,2016,22,0.252221894,0.418111843
FI01,119000039,2017,23,0.503777068,0.462940416
FI01,119000039,2018,30,0.667865378,0.479785174
FI01,119000046,2010,31,0.790247611,0.452572362
FI01,119000046,2011,35,0.804054052,0.651602117
FI01,119000046,2012,28,0.667833773,0.466575505
FI01,119000046,2013,26,0.397376724,0.462485281
FI01,119000046,2014,30,0.695336834,0.635048841
FI01,119000046,2015,31,0.746398047,0.529280071
FI01,119000046,2016,21,0.410681653,0.423386606
FI01,119000046,2017,26,0.564949583,0.513353179
FI01,119000046,2018,28,0.646914549,0.62740833
FI01,119000048,2010,27,0.398751389,0.460052042
FI01,119000048,2011,26,0.32790454,0.475153865
FI01,119000048,2012,26,0.429617149,0.529536435
FI01,119000048,2013,33,0.397171667,0.526018514
FI01,119000048,2014,27,0.448438047,0.515317848
FI01,119000048,2015,29,0.474643339,0.447115566
FI01,119000048,2016,27,0.337741875,0.563091657
FI01,119000048,2017,33,0.487323255,0.602619275
FI01,119000048,2018,15,0.271435386,0.230161082
FI01,119000049,2010,24,0.46391443,0.389140263
FI01,119000049,2011,23,0.464379682,0.453196766
FI01,119000049,2012,29,0.507524983,0.398637308
FI01,119000049,2013,19,0.344675576,0.319258596
FI01,119000049,2014,17,0.300604614,0.262036601
FI01,119000049,2015,22,0.380566793,0.393148309
FI01,119000049,2016,19,0.260181675,0.294251632
FI01,119000049,2017,27,0.42702858,0.359829359
FI01,119000049,2018,21,0.358295256,0.214493789
FI01,119000051,2010,39,0.710521782,0.592488164
FI01,119000051,2011,45,0.798002939,0.646045867
FI01,119000051,2012,42,0.77065372,0.618306885
FI01,119000051,2013,46,0.82541111,0.815204199
FI01,119000051,2014,35,0.714582709,0.586090786
FI01,119000051,2015,34,0.777507864,0.475872624
FI01,119000051,2016,35,0.649401722,0.492295592
FI01,119000051,2017,35,0.698044093,0.633473816
FI01,119000051,2018,35,0.673913807,0.595443964
FI02,119000001,2000,33,0.387798192,0.402887584
FI02,119000001,2001,21,0.219569529,0.297361418
FI02,119000001,2002,20,0.34664897,0.323438384
FI02,119000001,2003,32,0.267041109,0.513942839
FI02,119000001,2004,29,0.273452216,0.416462241
FI02,119000001,2005,23,0.219991119,0.299577059
FI02,119000001,2006,33,0.273037099,0.463903788
FI02,119000001,2007,29,0.258548114,0.411607063
FI02,119000001,2008,31,0.317261957,0.434521081
FI02,119000001,2009,31,0.249826595,0.426541382
FI02,119000001,2010,27,0.248105263,0.378835418
FI02,119000001,2011,29,0.331289542,0.439959748
FI02,119000001,2012,34,0.368343737,0.534292642
FI02,119000001,2013,34,0.303022798,0.456543877
FI02,119000001,2014,21,0.210469472,0.267196221
FI02,119000002,2000,31,0.552021702,0.409914743
FI02,119000002,2001,24,0.4513108,0.296280314
FI02,119000002,2002,23,0.450680324,0.427581334
FI02,119000002,2003,28,0.394162416,0.337900845
FI02,119000002,2004,26,0.455762942,0.350200394
FI02,119000002,2005,21,0.324115406,0.350200394
FI02,119000002,2006,22,0.350360156,0.364323238
FI02,119000002,2007,31,0.408613158,0.447859939
FI02,119000002,2008,32,0.455145098,0.417205507
FI02,119000002,2009,38,0.459633861,0.464821608
FI02,119000002,2010,36,0.568458651,0.442857117
FI02,119000002,2011,38,0.701204648,0.41218779
FI02,119000002,2012,37,0.610338073,0.427929742
FI02,119000002,2013,39,0.453759143,0.479581461
FI02,119000002,2014,34,0.55850562,0.487195183
FI02,119000003,2000,28,0.514857907,0.430308891
FI02,119000003,2001,21,0.448449383,0.323907098
FI02,119000003,2002,25,0.440294624,0.348650801
FI02,119000003,2003,33,0.554755378,0.471308727
FI02,119000003,2004,28,0.460995864,0.403333354
FI02,119000003,2005,28,0.436038307,0.326937888
FI02,119000003,2006,27,0.47452556,0.463996136
FI02,119000003,2007,29,0.47492593,0.44948555
FI02,119000003,2008,27,0.451610078,0.383803636
FI02,119000003,2009,30,0.451610078,0.388359231
FI02,119000003,2010,33,0.560162172,0.413545379
FI02,119000003,2011,38,0.646693109,0.527467505
FI02,119000003,2012,27,0.476409455,0.381572173
FI02,119000003,2013,30,0.294223141,0.428064538
FI02,119000003,2014,25,0.442979785,0.356988596
FI02,119000004,2000,30,0.490653705,0.491384762
FI02,119000004,2001,27,0.410629735,0.424428768
FI02,119000004,2002,29,0.623832361,0.501487368
FI02,119000004,2003,27,0.6030927,0.503440949
FI02,119000004,2004,30,0.615802668,0.427942778
FI02,119000004,2005,25,0.210369222,0.276139031
FI02,119000004,2006,25,0.405548133,0.410736052
FI02,119000004,2007,20,0.213163144,0.326782003
FI02,119000004,2008,25,0.377719586,0.421936741
FI02,119000004,2009,28,0.407438346,0.462245511
FI02,119000004,2010,27,0.290421513,0.426653959
FI02,119000004,2011,33,0.493572426,0.555266977
FI02,119000004,2012,31,0.689333193,0.494019924
FI02,119000004,2013,30,0.601931842,0.470848016
FI02,119000004,2014,29,0.623003548,0.467955351
FI02,119000005,2000,23,0.260458962,0.353182445
FI02,119000005,2001,26,0.32961236,0.411275924
FI02,119000005,2002,31,0.411010807,0.51249346
FI02,119000005,2003,29,0.378407766,0.477230565
FI02,119000005,2004,30,0.497082004,0.572726722
FI02,119000005,2005,30,0.511110096,0.51484391
FI02,119000005,2006,19,0.268242478,0.30351576
FI02,119000005,2007,25,0.329995617,0.358743276
FI02,119000005,2008,31,0.444165955,0.445619187
FI02,119000005,2009,29,0.245378776,0.381037715
FI02,119000005,2010,31,0.381553073,0.395630396
FI02,119000005,2011,31,0.329000168,0.42493583
FI02,119000005,2012,31,0.271821245,0.402349203
FI02,119000005,2013,29,0.268866099,0.355110678
FI02,119000005,2014,22,0.245378776,0.275152495
FI02,119000006,2000,29,0.338185804,0.446034531
FI02,119000006,2001,27,0.415595809,0.393227726
FI02,119000006,2002,29,0.314020266,0.385452711
FI02,119000006,2003,33,0.410708294,0.558791989
FI02,119000006,2004,30,0.374758562,0.566792863
FI02,119000006,2005,27,0.292829968,0.452972613
FI02,119000006,2006,21,0.276164157,0.305235841
FI02,119000006,2007,25,0.237532992,0.400648949
FI02,119000006,2008,30,0.479520094,0.593697299
FI02,119000006,2009,34,0.352910024,0.412076476
FI02,119000006,2010,38,0.550628395,0.569871307
FI02,119000006,2011,32,0.437752401,0.34955883
FI02,119000006,2012,38,0.495384327,0.500873596
FI02,119000006,2013,37,0.352736159,0.541103666
FI02,119000006,2014,32,0.459016762,0.464398455
FI02,119000007,2000,34,0.576726621,0.574690586
FI02,119000007,2001,19,0.232164603,0.361926987
FI02,119000007,2002,30,0.506606394,0.431198104
FI02,119000007,2003,29,0.484147767,0.452037215
FI02,119000007,2004,31,0.526474229,0.553408234
FI02,119000007,2005,32,0.530611533,0.553408234
FI02,119000007,2006,31,0.32698561,0.517043691
FI02,119000007,2007,18,0.192633998,0.353393564
FI02,119000007,2008,29,0.291380342,0.426403197
FI02,119000007,2009,28,0.26283305,0.399796852
FI02,119000007,2010,34,0.487038524,0.421088858
FI02,119000007,2011,38,0.521083234,0.510278361
FI02,119000007,2012,37,0.569849833,0.56739686
FI02,119000007,2013,37,0.575374987,0.580554135
FI02,119000007,2014,32,0.55243617,0.388596179
FI02,119000008,2000,17,0.364010997,0.259659406
FI02,119000008,2001,18,0.371910847,0.292442639
FI02,119000008,2002,21,0.432263985,0.478849216
FI02,119000008,2003,25,0.44827614,0.370685073
FI02,119000008,2004,23,0.51611457,0.256450102
FI02,119000008,2005,20,0.492513845,0.410074756
FI02,119000008,2006,12,0.30907849,0.230357232
FI02,119000008,2007,24,0.481398655,0.31925052
FI02,119000008,2008,27,0.523388903,0.365427732
FI02,119000008,2009,30,0.606998601,0.402026727
FI02,119000008,2010,26,0.625791763,0.374092727
FI02,119000008,2011,31,0.635828102,0.429748443
FI02,119000008,2012,27,0.503251628,0.417239724
FI02,119000008,2013,26,0.498602405,0.367665009
FI02,119000008,2014,23,0.507533424,0.37167903
FI02,119000009,2000,19,0.493214325,0.259022641
FI02,119000009,2001,21,0.300079407,0.317189593
FI02,119000009,2002,23,0.282560157,0.374909083
FI02,119000009,2003,20,0.423351043,0.287318202
FI02,119000009,2004,25,0.306848207,0.313853086
FI02,119000009,2005,22,0.314763445,0.312464166
FI02,119000009,2006,17,0.452116811,0.30659418
FI02,119000009,2007,25,0.324822926,0.358903908
FI02,119000009,2008,30,0.529534082,0.380428993
FI02,119000009,2009,28,0.328928123,0.380428993
FI02,119000009,2010,25,0.33396951,0.39531545
FI02,119000009,2011,29,0.350280146,0.410210335
FI02,119000009,2012,28,0.317151759,0.370514292
FI02,119000009,2013,30,0.358811349,0.425045233
FI02,119000009,2014,19,0.23167725,0.289327153
FI02,119000010,2000,17,0.295417173,0.297552107
FI02,119000010,2001,13,0.276343294,0.298253243
FI02,119000010,2002,19,0.301655858,0.424002698
FI02,119000010,2003,22,0.510925798,0.429754338
FI02,119000010,2004,18,0.303803026,0.27885225
FI02,119000010,2005,16,0.262752904,0.247519512
FI02,119000010,2006,9,0.062868522,0.146123572
FI02,119000010,2007,21,0.420243522,0.338133615
FI02,119000010,2008,25,0.565391947,0.397733415
FI02,119000010,2009,25,0.397674026,0.321440165
FI02,119000010,2010,30,0.577105234,0.430817076
FI02,119000010,2011,31,0.651046279,0.56401382
FI02,119000010,2012,25,0.433258648,0.41075117
FI02,119000010,2013,28,0.510935695,0.377180347
FI02,119000010,2014,18,0.377724002,0.307762991
FR01,100000165,1994,26,0.476181657,0.38334058
FR01,100000165,1995,30,0.457707454,0.479586261
FR01,100000165,1996,28,0.37287042,0.511822568
FR01,100000165,1997,34,0.573630572,0.436188384
FR01,100000165,1998,27,0.538027358,0.414703676
FR01,100000165,1999,33,0.684597282,0.389459926
FR01,100000165,2000,31,0.578278395,0.37920058
FR01,100000165,2001,29,0.542617998,0.365361807
FR01,100000166,1994,35,0.47392933,0.425832056
FR01,100000166,1995,32,0.463034939,0.336312612
FR01,100000166,1996,33,0.316993401,0.507743744
FR01,100000166,1997,31,0.502766826,0.312428706
FR01,100000166,1998,32,0.623525541,0.506310373
FR01,100000166,1999,37,0.559217221,0.372845872
FR01,100000166,2000,38,0.620180705,0.458617346
FR01,100000166,2001,36,0.483931219,0.479140897
FR01,100000167,1994,18,0.20586645,0.241167328
FR01,100000167,1995,21,0.369897924,0.213775919
FR01,100000167,1996,21,0.29147901,0.251991978
FR01,100000167,1997,27,0.514547269,0.560908633
FR01,100000167,1998,30,0.494647265,0.532784139
FR01,100000167,1999,33,0.600619604,0.59269904
FR01,100000167,2000,29,0.499951669,0.563128865
FR01,100000167,2001,34,0.575887414,0.450359443
FR01,100000168,1994,22,0.371770972,0.265067925
FR01,100000168,1995,23,0.276364977,0.159159131
FR01,100000168,1996,26,0.446088065,0.320236003
FR01,100000168,1997,29,0.41067383,0.320431674
FR01,100000168,1998,30,0.461745145,0.562524934
FR01,100000168,1999,30,0.497407234,0.473894411
FR01,100000168,2000,32,0.506029162,0.563783377
FR01,100000168,2001,29,0.453664693,0.507373241
FR01,100000170,1994,21,0.252985429,0.21068043
FR01,100000170,1995,28,0.415353768,0.36160139
FR01,100000170,1996,30,0.485556578,0.378405099
FR01,100000170,1997,34,0.457100526,0.352870718
FR01,100000170,1998,41,0.575398183,0.604212151
FR01,100000170,1999,32,0.47246156,0.443016885
FR01,100000170,2000,34,0.476908368,0.523430987
FR01,100000170,2001,46,0.605650253,0.794966403
FR01,100000171,1994,23,0.251265362,0.294403783
FR01,100000171,1995,24,0.315757162,0.422601032
FR01,100000171,1996,21,0.305814907,0.223615947
FR01,100000171,1997,21,0.337587252,0.355542189
FR01,100000171,1998,23,0.376285831,0.43622573
FR01,100000171,1999,21,0.24615188,0.311207132
FR01,100000171,2000,29,0.474519507,0.506144824
FR01,100000171,2001,26,0.349542988,0.357283212
FR02,100000090,2008,24,0.517825764,0.109464972
FR02,100000090,2009,29,0.497778976,0.168294698
FR02,100000090,2010,31,0.645781379,0.22588842
FR02,100000090,2011,29,0.602313825,0.166501491
FR02,100000090,2012,24,0.450693689,0.12414606
FR02,100000096,2008,30,0.460128315,0.292265444
FR02,100000096,2009,37,0.503911449,0.319010917
FR02,100000096,2010,40,0.504188239,0.390837654
FR02,100000096,2011,38,0.388178975,0.345307306
FR02,100000096,2012,49,0.608456504,0.448907569
FR02,100000100,2008,25,0.337708953,0.346366774
FR02,100000100,2009,33,0.505590131,0.341172374
FR02,100000100,2010,30,0.560945632,0.418068304
FR02,100000100,2011,35,0.409881144,0.340899874
FR02,100000100,2012,36,0.520178422,0.458176865
FR02,100000108,2008,42,0.57402928,0.369476083
FR02,100000108,2009,36,0.462073491,0.332433719
FR02,100000108,2010,38,0.495982115,0.356558846
FR02,100000108,2011,40,0.44765321,0.338402305
FR02,100000108,2012,41,0.594542104,0.339213685
FR02,100000128,2008,30,0.531106334,0.245968139
FR02,100000128,2009,38,0.531645461,0.374058038
FR02,100000128,2010,38,0.574793365,0.253612648
FR02,100000128,2011,36,0.569303241,0.373088434
FR02,100000128,2012,38,0.53351421,0.384162287
FR03,100000028,2009,36,0.680021572,0.497881672
FR03,100000028,2010,41,0.842423509,0.52232069
FR03,100000028,2011,50,0.761788686,0.660913192
FR03,100000028,2012,32,0.641705841,0.573405421
FR03,100000028,2013,31,0.468355013,0.386421079
FR03,100000029,2009,38,0.645500482,0.561106191
FR03,100000029,2010,40,0.834164081,0.565884337
FR03,100000029,2011,46,0.682335497,0.720551036
FR03,100000029,2012,36,0.734049367,0.553632962
FR03,100000029,2013,26,0.595151378,0.512934013
FR03,100000030,2009,39,0.722532751,0.500214802
FR03,100000030,2010,34,0.712140703,0.504110956
FR03,100000030,2011,36,0.78786056,0.645054781
FR03,100000030,2012,37,0.753265838,0.612860658
FR03,100000030,2013,40,0.757661618,0.617297186
FR03,100000031,2009,21,0.35787656,0.326454489
FR03,100000031,2010,20,0.363827053,0.284953815
FR03,100000031,2011,17,0.262290728,0.223935379
FR03,100000031,2012,24,0.560115679,0.42345996
FR03,100000031,2013,23,0.341678097,0.379165329
FR03,100000032,2009,42,0.644240533,0.603735306
FR03,100000032,2010,38,0.573849454,0.533875543
FR03,100000032,2011,42,0.836082513,0.567164147
FR03,100000032,2012,37,0.75496146,0.365608258
FR03,100000032,2013,37,0.635090054,0.586939016
FR04,100000016,2008,48,0.757503807,0.485900342
FR04,100000016,2009,31,0.549530777,0.312358231
FR04,100000016,2010,35,0.518649833,0.364876902
FR04,100000016,2011,39,0.655118817,0.414181256
FR04,100000016,2012,41,0.644870224,0.404108936
FR04,100000016,2013,29,0.479062712,0.361206231
FR04,100000016,2015,38,0.527536666,0.388833278
FR04,100000018,2008,33,0.564896928,0.378000273
FR04,100000018,2009,27,0.382285765,0.305969134
FR04,100000018,2010,29,0.400157708,0.299863425
FR04,100000018,2011,24,0.351829175,0.169260565
FR04,100000018,2012,28,0.348869488,0.274259434
FR04,100000018,2013,25,0.341385491,0.216031896
FR04,100000018,2015,26,0.276238591,0.26136157
FR04,100000020,2008,31,0.511368258,0.348328165
FR04,100000020,2009,36,0.602386844,0.503184849
FR04,100000020,2010,41,0.648174023,0.558632784
FR04,100000020,2011,45,0.733447717,0.69288679
FR04,100000020,2012,43,0.678475704,0.377371314
FR04,100000020,2013,35,0.550574078,0.507517267
FR04,100000020,2015,33,0.418341162,0.519407051
FR04,100000021,2008,40,0.57100725,0.436508626
FR04,100000021,2009,42,0.504498171,0.289552489
FR04,100000021,2010,37,0.473092387,0.3386371
FR04,100000021,2011,30,0.392982975,0.36089021
FR04,100000021,2012,34,0.474386863,0.309006263
