basin,year,biotrait,additive,subtractive
DE08,2000,feeding_gat,0.004458118,-0.000827982
DE08,2000,feeding_aff,-0.000464149,-0.000423328
DE08,2000,feeding_pff,0.02100259,-0.014433088
DE08,2000,feeding_pre,0,-7.38E-05
DE08,2000,feeding_par,-0.000431755,-0.000317613
DE08,2000,feeding_oth,-0.000175982,0.000120301
DE08,2000,tachresist_egg,-2.79E-05,-5.29E-05
DE08,2000,tachresist_coc,-0.000552974,0.000329101
DE08,2000,tachresist_hou,0,-7.83E-06
DE08,2000,tachresist_did,5.05E-05,0.00027853
DE08,2000,tachresist_non,-0.002199935,0.00053636
DE08,2000,tachaqua_egg,-0.000792378,-0.000655294
DE08,2000,tachaqua_larva,-3.23E-05,0.000284851
DE08,2000,tachaqua_nymph,-0.00074608,0.000819315
DE08,2000,tachaqua_adult,-0.000308205,-0.000578121
DE08,2001,tachsize_less0.25,0.000464447,-5.93E-05
DE08,2001,tachsize_0.25to0.5,0,0.000533248
DE08,2001,tachsize_0.5to1,-0.000755715,-0.001521686
DE08,2001,tachsize_1to2,-0.000113591,0.000458397
DE08,2001,tachsize_2to4,-0.00061618,0.00040269
DE08,2001,tachsize_4to8,0.000539586,-5.69E-05
DE08,2001,tachsize_gr8,0.000297213,-3.80E-05
DE08,2001,tachdisp_aquapass,0.001566215,0.000743829
DE08,2001,tachdisp_aquaact,-7.63E-05,0.000175163
DE08,2001,tachdisp_aerpass,-0.000148258,-7.12E-05
DE08,2001,tachdisp_aeract,-0.000540082,0.000361118
DE08,2001,tachrepcyc_less1,0.000959911,0.000196422
DE08,2001,tachrepcyc_one,-0.001230142,0.000419098
DE08,2001,tachrepcyc_gr1,-0.000662863,0.000439691
DE08,2001,feeding_gra,0.000924944,-0.000650773
DE08,2001,feeding_min,-2.86E-05,0.000347207
DE08,2001,feeding_xyl,4.66E-07,0
DE08,2001,feeding_shr,-0.000414906,0.000612833
DE08,2001,feeding_gat,0.000211079,0.000220206
DE08,2001,feeding_aff,4.80E-05,0.000977064
DE08,2001,feeding_pff,-0.010406253,-0.002820295
DE08,2001,feeding_pre,0.000421479,0.000131021
DE08,2001,feeding_par,-3.13E-05,0.000379533
DE08,2001,feeding_oth,-2.24E-06,0.000119185
DE08,2001,tachresist_egg,0.000141176,0
DE08,2001,tachresist_coc,0.002771412,-0.000755327
DE08,2001,tachresist_hou,8.20E-06,0
DE08,2001,tachresist_did,0.000230348,0.000352111
DE08,2001,tachresist_non,-0.000544924,0.000226024
DE08,2001,tachaqua_egg,-0.001522255,0
DE08,2001,tachaqua_larva,-0.000516746,-0.000193139
DE08,2001,tachaqua_nymph,-0.000175952,0.000600567
DE08,2001,tachaqua_adult,0.001104762,0.001211952
DE08,2002,tachsize_less0.25,0.000226591,-0.000472654
DE08,2002,tachsize_0.25to0.5,6.54E-05,0.000324866
DE08,2002,tachsize_0.5to1,0.000764135,0.003533473
DE08,2002,tachsize_1to2,0.000742813,3.00E-05
DE08,2002,tachsize_2to4,0.002279237,0.000420678
DE08,2002,tachsize_4to8,0.001049763,-0.000401186
DE08,2002,tachsize_gr8,0.000145002,-0.000302465
DE08,2002,tachdisp_aquapass,0.000123679,-0.002251669
DE08,2002,tachdisp_aquaact,0.000585571,0.000104237
DE08,2002,tachdisp_aerpass,-0.000227056,-0.001324485
DE08,2002,tachdisp_aeract,0.000541234,0.001448734
DE08,2002,tachrepcyc_less1,0.002989514,0.000254876
DE08,2002,tachrepcyc_one,0.001466624,0.001217273
DE08,2002,tachrepcyc_gr1,0.000807512,0.002937772
DE08,2002,feeding_gra,-0.000428323,-0.000245783
DE08,2002,feeding_min,-0.000277895,-0.000116315
DE08,2002,feeding_xyl,2.42E-05,0
DE08,2002,feeding_shr,-6.84E-05,0
DE08,2002,feeding_gat,-0.000752937,-0.001947039
DE08,2002,feeding_aff,-0.000803048,-0.000240621
DE08,2002,feeding_pff,0,-0.005734954
DE08,2002,feeding_pre,0.000219831,5.33E-05
DE08,2002,feeding_par,-0.000303768,-0.000127144
DE08,2002,feeding_oth,0.00040759,0
DE08,2002,tachresist_egg,0,0.000637139
DE08,2002,tachresist_coc,0.001227891,-0.002825923
DE08,2002,tachresist_hou,0,-9.21E-06
DE08,2002,tachresist_did,0.000690161,0.000240275
DE08,2002,tachresist_non,-0.00133796,0.00142321
DE08,2002,tachaqua_egg,-0.000583699,0.001966567
DE08,2002,tachaqua_larva,-0.000309746,0.000482853
DE08,2002,tachaqua_nymph,-0.000152453,-0.002585054
DE08,2002,tachaqua_adult,0.000312058,-0.00219746
DE08,2003,tachsize_less0.25,0.000980473,-0.000257064
DE08,2003,tachsize_0.25to0.5,-0.001591818,-0.000482557
DE08,2003,tachsize_0.5to1,0.000570218,-0.001660568
DE08,2003,tachsize_1to2,-0.00110854,-0.000613551
DE08,2003,tachsize_2to4,-0.001078066,0.000333375
DE08,2003,tachsize_4to8,0.001496888,-0.00110186
DE08,2003,tachsize_gr8,0.000627433,-0.000164503
DE08,2003,tachdisp_aquapass,0.004228671,-0.000270094
DE08,2003,tachdisp_aquaact,-3.42E-05,-0.000204079
DE08,2003,tachdisp_aerpass,0.000773225,0.000447074
DE08,2003,tachdisp_aeract,0.000799575,-0.000554484
DE08,2003,tachrepcyc_less1,-7.16E-05,-0.002675937
DE08,2003,tachrepcyc_one,8.00E-05,-0.001522243
DE08,2003,tachrepcyc_gr1,-0.001843573,0.001774462
DE08,2003,feeding_gra,-6.94E-05,0.001473416
DE08,2003,feeding_min,8.58E-05,-4.45E-05
DE08,2003,feeding_xyl,0,-1.80E-05
DE08,2003,feeding_shr,0,0.002137924
DE08,2003,feeding_gat,0.007230277,0.002803437
DE08,2003,feeding_aff,0.000141713,-0.000221651
DE08,2003,feeding_pff,0.010358292,0.001243125
DE08,2003,feeding_pre,0.000134345,-0.000793517
DE08,2003,feeding_par,0.000101177,-4.87E-05
DE08,2003,feeding_oth,-1.76E-05,-0.000112647
DE08,2003,tachresist_egg,0.000466381,-0.000811946
DE08,2003,tachresist_coc,0.005829413,-0.0014717
DE08,2003,tachresist_hou,0,0
DE08,2003,tachresist_did,-0.000601884,-0.000385482
DE08,2003,tachresist_non,-0.001120033,0.001798217
DE08,2003,tachaqua_egg,-0.001462025,0.001530243
DE08,2003,tachaqua_larva,0.000768498,0.000181701
DE08,2003,tachaqua_nymph,-0.000233945,0.000188197
DE08,2003,tachaqua_adult,0.002832289,0.001805039
DE08,2004,tachsize_less0.25,0.000694548,-0.00071797
DE08,2004,tachsize_0.25to0.5,-0.000474671,0.00027961
DE08,2004,tachsize_0.5to1,-0.004694709,-0.000198652
DE08,2004,tachsize_1to2,-0.000201442,-0.000980205
DE08,2004,tachsize_2to4,0.00029385,-0.004730246
DE08,2004,tachsize_4to8,0.000959555,-0.000964365
DE08,2004,tachsize_gr8,0.000444461,-0.000459449
DE08,2004,tachdisp_aquapass,0.002097145,-0.00179649
DE08,2004,tachdisp_aquaact,0.00011579,-0.000754433
DE08,2004,tachdisp_aerpass,-0.002185596,4.19E-05
DE08,2004,tachdisp_aeract,-0.002942762,0.000417405
DE08,2004,tachrepcyc_less1,-0.000260191,-0.002180581
DE08,2004,tachrepcyc_one,-0.002519391,0.000655261
DE08,2004,tachrepcyc_gr1,0.004097456,-0.001251683
DE08,2004,feeding_gra,-0.00050145,0.00077773
DE08,2004,feeding_min,2.67E-05,-0.000194679
DE08,2004,feeding_xyl,4.59E-06,0
DE08,2004,feeding_shr,0.001766841,-0.003429286
DE08,2004,feeding_gat,0.003647934,-0.008877361
DE08,2004,feeding_aff,-7.72E-05,-0.000335565
DE08,2004,feeding_pff,0.012773188,0.007215142
DE08,2004,feeding_pre,-0.000343005,0.000135435
DE08,2004,feeding_par,3.72E-05,-0.000220215
DE08,2004,feeding_oth,-6.16E-05,-0.000578285
DE08,2004,tachresist_egg,-0.000194949,-0.000117126
DE08,2004,tachresist_coc,0.003845701,-0.004225953
DE08,2004,tachresist_hou,9.67E-07,0
DE08,2004,tachresist_did,-0.001111455,0.000299255
DE08,2004,tachresist_non,-0.002485116,0.003834043
DE08,2004,tachaqua_egg,-0.00171731,0.003010347
DE08,2004,tachaqua_larva,-0.00159143,0.000210792
DE08,2004,tachaqua_nymph,-0.002273795,-1.75E-05
DE08,2004,tachaqua_adult,0.00147254,-0.001835123
DE08,2005,tachsize_less0.25,-2.57E-05,-0.000299963
DE08,2005,tachsize_0.25to0.5,0,0.003129383
DE08,2005,tachsize_0.5to1,-0.002024493,0.002546653
DE08,2005,tachsize_1to2,0.00301245,0.001066538
DE08,2005,tachsize_2to4,0.006665096,-0.000492855
DE08,2005,tachsize_4to8,-5.17E-05,-0.000452985
DE08,2005,tachsize_gr8,-1.64E-05,-0.000191955
DE08,2005,tachdisp_aquapass,-0.001269263,-0.001025748
DE08,2005,tachdisp_aquaact,0.001100588,0
DE08,2005,tachdisp_aerpass,-0.000219021,0.001286747
DE08,2005,tachdisp_aeract,-0.000681901,0.00064635
DE08,2005,tachrepcyc_less1,-0.000645724,5.25E-05
DE08,2005,tachrepcyc_one,0.003246367,0.00168452
DE08,2005,tachrepcyc_gr1,0.002201956,0.003385378
DE08,2005,feeding_gra,0.000553213,-0.000912189
DE08,2005,feeding_min,0.000246214,2.72E-05
DE08,2005,feeding_xyl,0,-9.40E-06
DE08,2005,feeding_shr,-0.001618209,0
DE08,2005,feeding_gat,-3.14E-05,-0.006933544
DE08,2005,feeding_aff,0.000217819,0.000423603
DE08,2005,feeding_pff,-0.011942089,-0.003776319
DE08,2005,feeding_pre,0,0.000180591
DE08,2005,feeding_par,0.000261427,2.97E-05
DE08,2005,feeding_oth,0.00073418,0
DE08,2005,tachresist_egg,0.001523346,0
DE08,2005,tachresist_coc,-0.000221197,-0.001364326
DE08,2005,tachresist_hou,0,-1.05E-06
DE08,2005,tachresist_did,-0.000258914,0.001096381
DE08,2005,tachresist_non,-0.00313794,0.000279788
DE08,2005,tachaqua_egg,-0.00121925,-0.000496492
DE08,2005,tachaqua_larva,-0.000865435,0.000521324
DE08,2005,tachaqua_nymph,0.002039561,0.001017201
DE08,2005,tachaqua_adult,0.001141679,-0.001367896
DE08,2006,tachsize_less0.25,-0.00023019,-8.76E-05
DE08,2006,tachsize_0.25to0.5,-0.001482962,0.000244635
DE08,2006,tachsize_0.5to1,0.000103849,0.000687776
DE08,2006,tachsize_1to2,-0.002521333,6.17E-05
DE08,2006,tachsize_2to4,-0.004041528,-0.00233579
DE08,2006,tachsize_4to8,-0.000425352,-0.00014099
DE08,2006,tachsize_gr8,-0.00014636,-5.54E-05
DE08,2006,tachdisp_aquapass,-0.002596444,0.000561491
DE08,2006,tachdisp_aquaact,-0.000224199,-0.000975666
DE08,2006,tachdisp_aerpass,-0.001127814,-8.09E-05
DE08,2006,tachdisp_aeract,0.001868812,-0.000891905
DE08,2006,tachrepcyc_less1,-0.000125157,-0.00046383
DE08,2006,tachrepcyc_one,-0.001377711,-0.006000196
DE08,2006,tachrepcyc_gr1,-0.00985023,-0.004331197
DE08,2006,feeding_gra,0.001466471,0.000228054
DE08,2006,feeding_min,0.000424588,-0.000417011
DE08,2006,feeding_xyl,8.06E-06,-4.37E-06
DE08,2006,feeding_shr,-0.000250598,0.000967317
DE08,2006,feeding_gat,5.60E-05,0.001817622
DE08,2006,feeding_aff,0.001357505,-0.000703955
DE08,2006,feeding_pff,-0.006653263,-0.001563997
DE08,2006,feeding_pre,-0.000242039,0.000223716
DE08,2006,feeding_par,0.000464118,-0.000455836
DE08,2006,feeding_oth,-0.000181727,-0.000400817
DE08,2006,tachresist_egg,0.000265257,-0.00083092
DE08,2006,tachresist_coc,-0.001441353,-4.68E-05
DE08,2006,tachresist_hou,6.47E-05,0
DE08,2006,tachresist_did,-0.000777863,-0.00031075
DE08,2006,tachresist_non,0.000710368,-0.000333877
DE08,2006,tachaqua_egg,-0.000796511,0.001435542
DE08,2006,tachaqua_larva,-0.000241481,0.000258844
DE08,2006,tachaqua_nymph,-0.002829414,0.000730529
DE08,2006,tachaqua_adult,-0.002816363,-0.00224297
DE08,2007,tachsize_less0.25,0,-0.000325873
DE08,2007,tachsize_0.25to0.5,7.05E-05,0.000709645
DE08,2007,tachsize_0.5to1,0.001803443,0.003950579
DE08,2007,tachsize_1to2,0.002442393,0.003448691
DE08,2007,tachsize_2to4,0.007733726,0.004261973
DE08,2007,tachsize_4to8,-1.78E-05,-0.000486459
DE08,2007,tachsize_gr8,0,-0.000210027
DE08,2007,tachdisp_aquapass,0.002236035,0.00079826
DE08,2007,tachdisp_aquaact,0.000157454,0.000224045
DE08,2007,tachdisp_aerpass,5.58E-06,0.001874284
DE08,2007,tachdisp_aeract,0.001128508,-0.000923789
DE08,2007,tachrepcyc_less1,-0.00035495,-0.002063065
DE08,2007,tachrepcyc_one,0.006372603,0.003003544
DE08,2007,tachrepcyc_gr1,0.015478307,0.012581226
DE08,2007,feeding_gra,0.002264064,-0.002218779
DE08,2007,feeding_min,0.000656242,-0.000522451
DE08,2007,feeding_xyl,0,-9.13E-06
DE08,2007,feeding_shr,0.005098971,0.000121541
DE08,2007,feeding_gat,-0.003289783,-0.000114112
DE08,2007,feeding_aff,0.001537457,-0.001590243
DE08,2007,feeding_pff,0,-0.006520614
DE08,2007,feeding_pre,0.001141126,8.01E-05
DE08,2007,feeding_par,0.000717339,-0.000571093
DE08,2007,feeding_oth,0.001387809,0.000224981
DE08,2007,tachresist_egg,0.000585417,-0.001603817
DE08,2007,tachresist_coc,-0.000454461,-0.001626185
DE08,2007,tachresist_hou,0,-7.33E-05
DE08,2007,tachresist_did,0.000660854,0.000331443
DE08,2007,tachresist_non,0.004640003,0.001077072
DE08,2007,tachaqua_egg,0.000573825,-0.001012926
DE08,2007,tachaqua_larva,0.0006533,0.000335222
DE08,2007,tachaqua_nymph,-0.000307456,0.003514822
DE08,2007,tachaqua_adult,0.006597041,0.002027561
DE08,2008,tachsize_less0.25,-3.39E-05,-3.34E-05
DE08,2008,tachsize_0.25to0.5,-0.000741955,0.000505388
DE08,2008,tachsize_0.5to1,-0.002755304,0.000502706
DE08,2008,tachsize_1to2,-0.00361707,-0.002745537
DE08,2008,tachsize_2to4,-0.004010295,-0.0057318
DE08,2008,tachsize_4to8,-6.74E-05,0.00042655
DE08,2008,tachsize_gr8,-2.17E-05,-2.14E-05
DE08,2008,tachdisp_aquapass,0.000973889,-0.001246742
DE08,2008,tachdisp_aquaact,-0.000839362,0.001502075
DE08,2008,tachdisp_aerpass,0.000103133,0.001269751
DE08,2008,tachdisp_aeract,-0.00236206,0.000235104
DE08,2008,tachrepcyc_less1,-0.000373101,0.001202743
DE08,2008,tachrepcyc_one,-0.004163073,-0.004003493
DE08,2008,tachrepcyc_gr1,-0.013581152,-0.014115962
DE08,2008,feeding_gra,-0.00059289,-0.002125495
DE08,2008,feeding_min,0.000441121,0.000236836
DE08,2008,feeding_xyl,1.00E-05,0
DE08,2008,feeding_shr,-0.001292163,-0.001987216
DE08,2008,feeding_gat,-0.000338998,0.00347531
DE08,2008,feeding_aff,0.000627172,0.00034731
DE08,2008,feeding_pff,0.001088429,0
DE08,2008,feeding_pre,-0.001124695,0.000452504
DE08,2008,feeding_par,0.000482191,0.000258886
DE08,2008,feeding_oth,-0.000300284,-0.001087375
DE08,2008,tachresist_egg,-0.000608937,0.001224354
DE08,2008,tachresist_coc,-0.00042135,0.000200213
DE08,2008,tachresist_hou,1.38E-05,0
DE08,2008,tachresist_did,-0.000343759,-0.000481193
DE08,2008,tachresist_non,-0.003531276,-0.00419667
DE08,2008,tachaqua_egg,0.000724557,0.003206741
DE08,2008,tachaqua_larva,-0.000232722,0.000724682
DE08,2008,tachaqua_nymph,-0.000588484,0.001077267
DE08,2008,tachaqua_adult,-0.001142305,-0.002746719
DE08,2009,tachsize_less0.25,0.000852587,-0.000105334
DE08,2009,tachsize_0.25to0.5,-0.00104756,0.000347801
DE08,2009,tachsize_0.5to1,0.002685053,-0.000938747
DE08,2009,tachsize_1to2,-0.000407985,0.000561479
DE08,2009,tachsize_2to4,-6.18E-05,0.001465562
DE08,2009,tachsize_4to8,0.001331171,-0.000546016
DE08,2009,tachsize_gr8,0.000545595,-6.63E-05
DE08,2009,tachdisp_aquapass,0.001256715,-0.001430719
DE08,2009,tachdisp_aquaact,-0.000862863,0.000471873
DE08,2009,tachdisp_aerpass,-0.001129082,-0.000900334
DE08,2009,tachdisp_aeract,0.001579978,0.001002237
DE08,2009,tachrepcyc_less1,0.001560164,0.000500835
DE08,2009,tachrepcyc_one,0.006963778,0.000497975
DE08,2009,tachrepcyc_gr1,0.002757459,0.009703236
DE08,2009,feeding_gra,0.002541994,0.00054493
DE08,2009,feeding_min,-0.000279944,-0.000578385
DE08,2009,feeding_xyl,0,-1.09E-05
DE08,2009,feeding_shr,-0.000470959,0.000870987
DE08,2009,feeding_gat,0.002199117,0.001204046
DE08,2009,feeding_aff,-0.000297435,-0.001027622
DE08,2009,feeding_pff,-0.001988998,0.003118741
DE08,2009,feeding_pre,-0.000130158,-0.000417211
DE08,2009,feeding_par,-0.000306007,-0.00063208
DE08,2009,feeding_oth,0.000254647,0.000253396
DE08,2009,tachresist_egg,0.000959557,-0.000382024
DE08,2009,tachresist_coc,0.004854311,-0.000816861
DE08,2009,tachresist_hou,3.23E-06,-1.50E-05
DE08,2009,tachresist_did,1.93E-05,0.000233881
DE08,2009,tachresist_non,0.000359114,0.000922384
DE08,2009,tachaqua_egg,-0.003014941,0.000942785
DE08,2009,tachaqua_larva,-0.000513843,-2.05E-05
DE08,2009,tachaqua_nymph,-0.002557181,-0.001633843
DE08,2009,tachaqua_adult,-0.001511765,0.000989298
DE08,2010,tachsize_less0.25,0.000234899,0
DE08,2010,tachsize_0.25to0.5,0.000350713,0.000527613
DE08,2010,tachsize_0.5to1,-0.003062353,-0.003991882
DE08,2010,tachsize_1to2,-0.000759464,0.000552118
DE08,2010,tachsize_2to4,-0.001804099,-0.001309702
DE08,2010,tachsize_4to8,0.000613903,0
DE08,2010,tachsize_gr8,0.000149101,0
DE08,2010,tachdisp_aquapass,0.000544985,0.000714914
DE08,2010,tachdisp_aquaact,-0.000211035,0.000634609
DE08,2010,tachdisp_aerpass,-0.000857313,-0.00112019
DE08,2010,tachdisp_aeract,-0.000367566,-0.00191288
DE08,2010,tachrepcyc_less1,0.000537146,0.000788408
DE08,2010,tachrepcyc_one,-0.000365993,-0.003738534
DE08,2010,tachrepcyc_gr1,-0.003085579,0.000626777
DE08,2010,feeding_gra,-0.001392392,-0.000669344
DE08,2010,feeding_min,-0.000195082,-0.000178248
DE08,2010,feeding_xyl,3.22E-05,0
DE08,2010,feeding_shr,-0.000626796,-0.002252638
DE08,2010,feeding_gat,0.00068844,0.000559358
DE08,2010,feeding_aff,0.001358754,-0.000510814
DE08,2010,feeding_pff,-0.001515024,-0.002529286
DE08,2010,feeding_pre,-0.000151582,0
DE08,2010,feeding_par,-0.000212809,-0.000195014
DE08,2010,feeding_oth,-0.000222458,-0.000463772
DE08,2010,tachresist_egg,-0.001626271,-7.82E-05
DE08,2010,tachresist_coc,0.001126955,0
DE08,2010,tachresist_hou,1.08E-05,0
DE08,2010,tachresist_did,0.000413772,0.000705074
DE08,2010,tachresist_non,-8.64E-05,0.003208976
DE08,2010,tachaqua_egg,-0.002621408,0.000126931
DE08,2010,tachaqua_larva,-0.000347742,-0.000531838
DE08,2010,tachaqua_nymph,-0.00083481,-0.00060282
DE08,2010,tachaqua_adult,0.000110062,-0.001471208
DE08,2012,tachsize_less0.25,-1.30E-05,-2.05E-05
DE08,2012,tachsize_0.25to0.5,-0.001330474,-0.000324204
DE08,2012,tachsize_0.5to1,0.002069601,-9.35E-05
DE08,2012,tachsize_1to2,-0.001189165,0.000738609
DE08,2012,tachsize_2to4,-0.001278362,0.002614239
DE08,2012,tachsize_4to8,-5.65E-05,-0.000209149
DE08,2012,tachsize_gr8,-8.35E-06,-1.31E-05
DE08,2012,tachdisp_aquapass,-4.66E-05,1.72E-05
DE08,2012,tachdisp_aquaact,-0.000196249,0.000662936
DE08,2012,tachdisp_aerpass,0.003524241,0.000244697
DE08,2012,tachdisp_aeract,-0.000106375,-0.000260855
DE08,2012,tachrepcyc_less1,-0.000661628,3.56E-05
DE08,2012,tachrepcyc_one,0.000507149,0.000872009
DE08,2012,tachrepcyc_gr1,-0.000791417,0.005055749
DE08,2012,feeding_gra,-0.00015145,0.000532089
DE08,2012,feeding_min,-2.43E-05,9.54E-05
DE08,2012,feeding_xyl,0,-3.33E-05
DE08,2012,feeding_shr,0.001006665,0.001190607
DE08,2012,feeding_gat,-0.000568351,0.001831502
DE08,2012,feeding_aff,-0.00040883,-0.001902259
DE08,2012,feeding_pff,0.010305086,0.001934068
DE08,2012,feeding_pre,0.000209895,-6.41E-05
DE08,2012,feeding_par,-2.61E-05,0.000104298
DE08,2012,feeding_oth,-0.000142833,0.000179387
DE08,2012,tachresist_egg,0.000969953,0.001325054
DE08,2012,tachresist_coc,-0.000396734,5.94E-05
DE08,2012,tachresist_hou,3.39E-06,-9.57E-06
DE08,2012,tachresist_did,-0.000606982,2.97E-05
DE08,2012,tachresist_non,-0.000924466,-0.001648251
DE08,2012,tachaqua_egg,0.000817107,0.003460803
DE08,2012,tachaqua_larva,0.000700567,2.53E-06
DE08,2012,tachaqua_nymph,0.005030077,0.000691129
DE08,2012,tachaqua_adult,-0.000389401,0.001492074
DE08,2013,tachsize_less0.25,-0.000145056,-0.000908635
DE08,2013,tachsize_0.25to0.5,-0.000364264,0.000320947
DE08,2013,tachsize_0.5to1,-0.002157266,0.001387956
DE08,2013,tachsize_1to2,-0.000336977,0.002158962
DE08,2013,tachsize_2to4,-0.001027841,0.001209658
DE08,2013,tachsize_4to8,-0.000210977,-0.001559801
DE08,2013,tachsize_gr8,-8.80E-05,-0.000581461
DE08,2013,tachdisp_aquapass,0.000444833,-0.00316646
DE08,2013,tachdisp_aquaact,-0.000680501,4.53E-06
DE08,2013,tachdisp_aerpass,0.003192463,-0.001935751
DE08,2013,tachdisp_aeract,0.000215115,0.000502612
DE08,2013,tachrepcyc_less1,0.004364443,0.001003834
DE08,2013,tachrepcyc_one,-0.001844968,0.000502261
DE08,2013,tachrepcyc_gr1,-0.002662642,0.000356859
DE08,2013,feeding_gra,0.00037031,0.000525467
DE08,2013,feeding_min,0.000748625,0.000435117
DE08,2013,feeding_xyl,0,0
DE08,2013,feeding_shr,0.002713175,0.001076331
DE08,2013,feeding_gat,-0.001025957,-0.007118975
DE08,2013,feeding_aff,0.001426824,0.00140708
DE08,2013,feeding_pff,-0.003989757,0.00243748
DE08,2013,feeding_pre,0.000169733,-8.54E-05
DE08,2013,feeding_par,0.000819825,0.000473198
DE08,2013,feeding_oth,-9.52E-05,2.73E-05
DE08,2013,tachresist_egg,-0.000629084,0.0004428
DE08,2013,tachresist_coc,-0.000314366,-0.005364255
DE08,2013,tachresist_hou,0,3.90E-06
DE08,2013,tachresist_did,-5.41E-05,0.000309597
DE08,2013,tachresist_non,-0.001054439,0.000153332
DE08,2013,tachaqua_egg,-0.003698354,0.001270432
DE08,2013,tachaqua_larva,-0.000186962,-0.000298344
DE08,2013,tachaqua_nymph,0.005230527,-0.003205027
DE08,2013,tachaqua_adult,-0.001136557,0.001954221
DE08,2014,tachsize_less0.25,0.001138644,0.00014386
DE08,2014,tachsize_0.25to0.5,0,0.001015928
DE08,2014,tachsize_0.5to1,-0.000547102,0.00539443
DE08,2014,tachsize_1to2,0.00224824,0
DE08,2014,tachsize_2to4,0.006014851,0
DE08,2014,tachsize_4to8,0.002186569,0.000236694
DE08,2014,tachsize_gr8,0.000728651,8.76E-05
DE08,2014,tachdisp_aquapass,0.00245958,-0.000505585
DE08,2014,tachdisp_aquaact,-0.000624104,0
DE08,2014,tachdisp_aerpass,0.000973683,-0.00267318
DE08,2014,tachdisp_aeract,0.000274135,0.002952737
DE08,2014,tachrepcyc_less1,-0.000597089,0.000446869
DE08,2014,tachrepcyc_one,0.000701553,6.91E-05
DE08,2014,tachrepcyc_gr1,0.004186933,1.60E-05
DE08,2014,feeding_gra,0.00066989,0.001643418
DE08,2014,feeding_min,0,-0.001167425
DE08,2014,feeding_xyl,0,0
DE08,2014,feeding_shr,-0.000651048,-0.003862569
DE08,2014,feeding_gat,0,0.002948412
DE08,2014,feeding_aff,-2.67E-05,-0.002380047
DE08,2014,feeding_pff,-0.012808515,0.000750334
DE08,2014,feeding_pre,0.000247092,0.000322068
DE08,2014,feeding_par,0,-0.001276114
DE08,2014,feeding_oth,0.000430323,3.26E-05
DE08,2014,tachresist_egg,0.000537705,-0.002029101
DE08,2014,tachresist_coc,0.007764621,0.000450147
DE08,2014,tachresist_hou,0,-4.14E-06
DE08,2014,tachresist_did,8.64E-05,0.000585704
DE08,2014,tachresist_non,0.00185505,0.002205186
DE08,2014,tachaqua_egg,-0.003313729,0.000240529
DE08,2014,tachaqua_larva,9.63E-06,0.00125321
DE08,2014,tachaqua_nymph,0.001242838,-0.004481529
DE08,2014,tachaqua_adult,-0.000201863,0.000231548
DE08,2015,tachsize_less0.25,-0.000165249,-0.000453645
DE08,2015,tachsize_0.25to0.5,0.000460057,0.00060338
DE08,2015,tachsize_0.5to1,-0.004397187,0.000529323
DE08,2015,tachsize_1to2,-0.000275931,-0.003419315
DE08,2015,tachsize_2to4,-0.00234397,-0.005770107
DE08,2015,tachsize_4to8,-0.000290226,-0.00105108
DE08,2015,tachsize_gr8,-0.000105748,-0.0002903
DE08,2015,tachdisp_aquapass,-0.001396392,-0.000291061
DE08,2015,tachdisp_aquaact,-4.46E-05,0.000548128
DE08,2015,tachdisp_aerpass,-0.001514301,-0.001072257
DE08,2015,tachdisp_aeract,-0.00168618,-0.002355613
DE08,2015,tachrepcyc_less1,-0.001177723,-0.006183989
DE08,2015,tachrepcyc_one,-0.002914545,0.000680335
DE08,2015,tachrepcyc_gr1,-0.005088951,-0.007574422
DE08,2015,feeding_gra,-0.003476582,-0.001120829
DE08,2015,feeding_min,-0.000233266,0
DE08,2015,feeding_xyl,0,0
DE08,2015,feeding_shr,-0.002274297,0.00096312
DE08,2015,feeding_gat,-0.002184623,-0.000636483
DE08,2015,feeding_aff,-0.000394113,0
DE08,2015,feeding_pff,-0.003691567,0.011028333
DE08,2015,feeding_pre,-0.000534938,-0.000226827
DE08,2015,feeding_par,-0.000254653,0
DE08,2015,feeding_oth,-0.000309816,-0.000353735
DE08,2015,tachresist_egg,0.000393598,-0.000605804
DE08,2015,tachresist_coc,-0.000954409,-0.003665416
DE08,2015,tachresist_hou,1.25E-05,-7.11E-06
DE08,2015,tachresist_did,-0.000579989,-0.0010475
DE08,2015,tachresist_non,-0.001753764,-0.002082283
DE08,2015,tachaqua_egg,0.001126427,0.00071511
DE08,2015,tachaqua_larva,-0.001524082,0.000117711
DE08,2015,tachaqua_nymph,-0.003308883,-0.000945374
DE08,2015,tachaqua_adult,-0.001362767,-0.002091741
DE09,2004,tachsize_less0.25,1.37E-05,7.78E-05
DE09,2004,tachsize_0.25to0.5,0.001213432,0.000204587
DE09,2004,tachsize_0.5to1,0.000783131,0.003689035
DE09,2004,tachsize_1to2,-0.00097502,-0.000271397
DE09,2004,tachsize_2to4,0.000553311,0.000111347
DE09,2004,tachsize_4to8,-0.000102714,9.23E-05
DE09,2004,tachsize_gr8,9.74E-06,5.52E-05
DE09,2004,tachdisp_aquapass,-0.000242568,-0.001528618
DE09,2004,tachdisp_aquaact,-0.000433345,0.000280023
DE09,2004,tachdisp_aerpass,0.000131039,5.71E-05
DE09,2004,tachdisp_aeract,-0.000233964,0.001453695
DE09,2004,tachrepcyc_less1,-4.40E-05,-0.000163681
DE09,2004,tachrepcyc_one,-0.000133083,-0.000645003
